5,7
wohn und wirtschaftsgebude,geschichtlich kulturlandschaftlich
kirche st nicolai,geschichtlich knstlerisch kulturlandschaftlich stdtebaulich
hofanlage gravert,geschichtlich kulturlandschaftlich
kirche st nicolai mit ausstattung,geschichtlich knstlerisch stdtebaulich
fachhallenhaus,geschichtlich kulturlandschaftlich
kirchhof,geschichtlich kulturlandschaftlich
kirche st nicolai,geschichtlich knstlerisch kulturlandschaftlich stdtebaulich
barghaus mit gpelschauer,geschichtlich kulturlandschaftlich
kirche st nicolai mit ausstattung,geschichtlich knstlerisch stdtebaulich
wohnhaus,geschichtlich knstlerisch stdtebaulich
wohnhaus,geschichtlich knstlerisch stdtebaulich
kirchhof,geschichtlich kulturlandschaftlich
husmannshus,geschichtlich kulturlandschaftlich wissenschaftlich
kirche st urban,geschichtlich knstlerisch kulturlandschaftlich stdtebaulich
ehem gasthof zur verlathschleuse,geschichtlich stdtebaulich
wohnhaus heienbttel,geschichtlich knstlerisch
fachhallenkate,geschichtlich stdtebaulich
kirche st urban mit ausstattung,geschichtlich knstlerisch stdtebaulich
wohnhaus,geschichtlich stdtebaulich
klinkerstrae,geschichtlich kulturlandschaftlich stdtebaulich
kirchhof,geschichtlich kulturlandschaftlich
kirche breitenberg,geschichtlich knstlerisch kulturlandschaftlich stdtebaulich
pastorat,geschichtlich knstlerisch kulturlandschaftlich stdtebaulich
kirche mit ausstattung,geschichtlich knstlerisch stdtebaulich
kirchhof,geschichtlich kulturlandschaftlich
vorwerk osterholz,geschichtlich kulturlandschaftlich stdtebaulich
schlosspark,geschichtlich knstlerisch kulturlandschaftlich
thorwaldsen abgusssammlung,geschichtlich knstlerisch wissenschaftlich
kirche st nikolaus,geschichtlich knstlerisch kulturlandschaftlich stdtebaulich
kirche st nikolaus mit ausstattung,geschichtlich knstlerisch stdtebaulich
kirchhof,geschichtlich kulturlandschaftlich
kirche mit ausstattung,geschichtlich knstlerisch stdtebaulich
hofstelle luthe,geschichtlich kulturlandschaftlich wissenschaftlich
barghus,geschichtlich kulturlandschaftlich wissenschaftlich
barghus,geschichtlich kulturlandschaftlich wissenschaftlich
husmannshus,geschichtlich knstlerisch stdtebaulich
husmannshus,geschichtlich kulturlandschaftlich wissenschaftlich
barghus,geschichtlich kulturlandschaftlich wissenschaftlich
barghus,geschichtlich kulturlandschaftlich wissenschaftlich
gutshaus,geschichtlich knstlerisch kulturlandschaftlich
gutspark,geschichtlich kulturlandschaftlich
zufahrtsallee,geschichtlich kulturlandschaftlich
schpfwerk,geschichtlich kulturlandschaftlich technisch
kate,geschichtlich kulturlandschaftlich
kate,geschichtlich kulturlandschaftlich
poppenhuus,geschichtlich stdtebaulich
druckerei augustin,geschichtlich stdtebaulich technisch
stadtkirche glckstadt,geschichtlich knstlerisch kulturlandschaftlich stdtebaulich
marinekaserne,geschichtlich knstlerisch stdtebaulich
ehem reepschlgerei,geschichtlich stdtebaulich technisch
meyn sche speicher,geschichtlich stdtebaulich
reformierter friedhof,geschichtlich knstlerisch stdtebaulich
historische grabsteine,geschichtlich knstlerisch
wohnhuser am fleth 13 14,geschichtlich stdtebaulich
wohn und geschftshuser am fleth 45 46,geschichtlich stdtebaulich
