1,0
kiekut 11,pestalozzi schule altenhof
bahnhofstrae 4,grundschule alveslohe
schulstr 10,grundschule alte alster
dorfstr 23,grundschule des schulverbandes nortorf nortorf auenstelle bargstedt
futterkamp siedlung,berufliche schule des kreises pln berufsbildungszentrum pln auenstelle blekendorf
schulstrae 11,grundschule brokstedt
hauptstr 5,grundschule des schulverbandes blekendorf blekendorf auenstelle dannau ostseeschule auenstelle dannau
karkenweg 22,lttschool drelsdorf joldelund grundschule
schulstrae 1,grundschule der linde leck enge sande
hauptstrae 21,grundschule landkirchen
ostdeutsche strae 3,schule der treene gs friedrichstadt
seekrug,grundschule ltjenburg
bankendorfer weg 10,grundschule oldenburg land auenstelle gremersdorf
habertwedt 6,gorch fock schule grundschule kappeln auenstelle habertwedt
wenddorf 17,grundschule grube
schulwarft,grund und gemeinschaftsschule hallig hooge
schulstrae 10,grundschule hamberge
ostseestrae 23,grundschule oldenburg land hanshn
sundweg 100,warderschule heiligenhafen
hinterstrae 3,grundschule herzhorn
otto backens weg 3,iven agen schule grundschule
am rosengarten 2,grundschule wiepeldorn
kllner chaussee 129,grundschule klln reisiek
mllner strae 3,grundschule kuddewrde
alte salzstrae 48,grundschule ltau
uasterstigh 49,mrang skuul grund und gemeinschaftsschule mit frderzentrumsteil
schulstr 3,grundschule oldenburg land auenstelle neukirchen
moorbekstrae 17,berufsbildungszentrum norderstedt
schulweg 4,herrendeichschule realschule mit ghs teil
schipphorster weg 4,grundschule wankendorf
ziegelhofer weg 6,grundschule wankendorf
dorfstrasse 59,grundschule schwartbuck
dorfstrae 43,grundschule seester
schulstr 8,albert schweitzer schule auenstelle
schulstrae 4,grundschule seth
kreisstrae 1,grundschule sieversdorf
am sportfeld 3,grundschule am wald
schulstrae 5,grundschule sterley
dorfstrae 25,grundschule wankendorf stolpe
schulstrae 12,grundschule struvenhtten grundschule am wald auenstelle struvenhtten
schulstrae 15,grundschule sderlgum
am schulzentrum 3,grundschule ssel
boy peter eben weg 2,boy lornsen schule ogs offene ganztagsschule tinnum
kirchdeich 1,grundschule tetenbll auenstelle
naher strae 1,grundschule wakendorf ii
norderweg 2,norddrfer grundschule grundschule
roggenkamp 1,wilhelm wisser schule auenstelle hutzfeld
am ruhsal 6,friedrich hiller schule
lindenstr 20,grund und gemeinschaftsschule pnitz
bohlkamp 25,grundschule eichholz
holzvogtweg 18,grundschule lauerholz
waldstr 31a,grundschule lauerholz zweigstelle israelsdorf
schulkoppel 31,otfried preuler schule
vogelsang 12,schule vogelsang
moislinger mhlenweg 56 58,mhlenweg schule
edisonstr 5,grundschule oldenburg land auenstelle
phlser weg 18,drfergemeinschaftsschule am struckteich
von eichendorff weg 3,grundschule stapelfeld
querweg 4,gertrud lege schule
knigstr 1b,grundschule schnningstedt
teichweg 27,grundschule hoisbttel
alter knick 22,grundschule wohltorf
waldstr 2,grundschule hoisdorf
schulstr 17,grundschule des amtes breitenfelde
schulstrae 4,sdensee schule
bornweg 1,klaus groth schule auenstelle schobll bornschool
otzhusumweg 6,emil nolde schule
schleswiger str 29,eider treene schule auenstelle friedrichstadt
schulstr 13,grundschule ladelund
schulstr 3,grundschule ladelund auenstelle achtrup
schulstr 4,grundschule drelsdorf joldelund auenstelle
schulstr 4a,frderzentrum angeln frderschwerpunkt lernen
kirchenweg 2,grundschule witzwort
westerende 32,schule der treene auenstelle schwabstedt
otto hahn str 5,waldschule geesthacht
gablonzer strae 42,richard hallmann schule
gablonzer strae 42,dr gerlich schule
nieland 1,grundschule waldenau
grootredder 19,schule kisdorf
schulstr 8,grund und gemeinschaftsschule leezen
rugenbergener mhlenweg 1,hermann lns schule
gorch fock str 51 53,gorch fock schule
schulstr 3,grundschule schmalfeld hartenholm
moorweg 1,grundschule schmalfeld hartenholm auenstelle hartenholm
dorfstr 32,grundschule eidertal auenstelle mielkendorf
quickborner str 99,grundschule borstel hohenraden
plner landstr 47,grundschule schellhorn
hauptstr 65a,grundschule haseldorfer marsch auenstelle der grundschule haseldorf
mnkbergseck 27,regenbogenschule strohbrck
radeberg 20,ostseeschule blekendorf
ernst anton str 27,frstin ann mari von bismarck schule
wulfsdorfer weg 6,drfergemeinschaftsschule probsteierhagen
hamfelderedder 17,dalbek schule
dorfstr 99 101,astrid lindgren grundschule
heinz storm str 3,grundschule barkauer land
dorfstr 63,grundschule rickling
hasenstieg 13,schule am hasenstieg frderzentrum schwerpunkt geistige entwicklung
jahnweg 6,sventana schule bornhved
schulstr 97,grundschule herzhorn auenstelle
am kurpark 16,schule am kurpark frderzentrum
lttmoor 5,schule im alsterland
oldesloer str 9,schule im alsterland auenstelle slfeld
schulweg 20,grundschule fhr land auenstelle
am haag 4a,grundschule fhr land
oland 4,grund und regionalschule
kirchwarf 1,eugen trger schule
schulstr 11,hermann neuton paulsen schule
hauptstr 4,grundschule medelby
friedrich paulsen str 5,friedrich paulsen schule
rebbelstieg 59,eilun feer skuul
herzog adolf str 3,berufliche schule des kreises nordfriesland
richard wagner str 41,kurt tucholsky schule
knigstr 37,domschule
erikstr 50,dannewerkschule gemeinschaftsschule
am bahndamm 1,hermann tast schule
ludwig nissen str 62,theodor storm schule
flensburger str 19 b,berufsbildungszentrum schleswig ar
am gymnasium 4,bernstorff gymnasium satrup
michaelisallee 1,lornsenschule
badallee 14,gemeinschaftsschule tnning
alt fsleer weg 37,zentralschule harrislee
treenestr 53,grundschule treia
malerweg 17,erich kstner schule
groe str 64,grundschule jbek
bahnhofstrae 18,grundschule schuby
flensburger strae 2,grundschule groenwiehe ast lindewitt
hauptstr 23a,peter petersen schule groenwiehe
st nicolai strae 6,grundschule st nicolai
nordkamp 1,grundschule am nordkamp
sonderburgerstrasse 10,regionalschule westerland
bismarckstr 41,goetheschule
sdergraben 34,auguste viktoria schule
selckstr 1,altes gymnasium
brinckmannstrasse 42,gemeinschaftsschule husum nord
flensburger chaussee 30,ferdinand tnnies schule
bahnstr 20,unesco projektschule flensburg weiche
drosselweg 12,comeniusschule
