30,4
2021 06 01 09 15 23,frderzentrum mitte standort erkrath
2013 04 19 08 21 46,frderzentrum sd standort langenfeld
2013 04 19 08 27 45,frderzentrum mitte standort hilden
2021 02 26 12 07 38,frderschule des kreises mettmann im integrativen verbund ehem frderzentrum west bzw erich kstner schule
2021 04 15 18 25 39,frderschule des kreises mettmann im integrativen verbund ehem frderzentrum west bzw comenius schule
2021 04 01 15 06 32,offene ganztagsschule frderschwerpunkt emotionale und soziale entwicklung primarstufe und sekundarstufe i
2013 04 19 09 28 54,schule der virneburg
2021 05 06 18 18 22,frderschwerpunkt geistige entwicklung
2021 04 01 14 59 53,frderschwerpunkt geistige entwicklung
2013 04 19 10 54 09,evangelische frderschule der bergischen diakonie aprath
2021 05 06 18 07 56,dependance der graf recke stiftung dsseldorf schultage der heilpdagogischen tagessttte
2013 04 19 12 19 27,hans helmich schule
2021 04 20 15 45 40,frderschwerpunkt sprache lernen emotionale und soziale entwicklung
2018 11 23 15 29 36,carl ru schule
2018 11 23 15 29 36,erika rothstein schule
2021 04 07 15 29 59,schultrger landschaftsverband rheinland
2019 08 30 12 40 30,frdersch
2019 08 30 12 40 30,frdersch
2019 08 30 12 40 30,frdersch
2019 08 30 12 40 30,frdersch
2019 08 30 12 40 30,frdersch
2021 04 30 11 42 34,frderschule mit dem schwerpunkt emotionale und soziale entwicklung der sekundarstufe i
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frhfrderzentr
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frderschule
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,schule
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
2021 04 01 00 00 00,frdersch
