2,5
fichtenweg,3 alle altersklassen
pestalozzistrasse,2 wohngebietsspielplatz
galgenheide,2 wohngebietsspielplatz
frankenweg,2 wohngebietsspielplatz
uferstrasse,2 wohngebietsspielplatz
am steintor,2 wohngebietsspielplatz
liboristrasse,1 kleinkindspielplatz
kirchhoffweg,2 wohngebietsspielplatz
am hof hesselmann,2 wohngebietsspielplatz
rubensstrasse,2 wohngebietsspielplatz
alte schanze,2 wohngebietsspielplatz
kleihorststrasse ballspielplatz,4 zentraler spielplatz
elisabeth kirchplatz,2 wohngebietsspielplatz
aasee mecklenbecker strasse,2 wohngebietsspielplatz
von ossietzky strasse,4 zentraler spielplatz
am hauptzentrum kinderhaus,2 wohngebietsspielplatz
biederlackweg,2 wohngebietsspielplatz
gescherweg west,2 wohngebietsspielplatz
aaseemarkt goerdelerstrasse,2 wohngebietsspielplatz
legdenweg ost,2 wohngebietsspielplatz
mindener strasse,2 wohngebietsspielplatz
albert schweitzer schule,2 wohngebietsspielplatz
rigaweg,2 wohngebietsspielplatz
thomas morus schule,2 wohngebietsspielplatz
samlandufer,2 wohngebietsspielplatz
idaschule vrnste esch,2 wohngebietsspielplatz
albachtener strasse,4 zentraler spielplatz
bodelschwinghstrasse,2 wohngebietsspielplatz
boelestrasse,3 alle altersklassen
lange kuhle,3 alle altersklassen
hoppengarten sd,3 alle altersklassen
am hornbach,3 alle altersklassen
vogelrohrsheide,2 wohngebietsspielplatz
kupferbrink,2 wohngebietsspielplatz
bentelerstrasse,2 wohngebietsspielplatz
hger,2 wohngebietsspielplatz
memmertweg nord,3 alle altersklassen
am kalvarienberg,2 wohngebietsspielplatz
canisiusweg,2 wohngebietsspielplatz
nisinghoverweg,2 wohngebietsspielplatz
staufenstrasse,2 wohngebietsspielplatz
dahlweg,4 zentraler spielplatz
seppenradeweg,2 wohngebietsspielplatz
am burloh,2 wohngebietsspielplatz
gievenbachtal,4 zentraler spielplatz
grner grund,2 wohngebietsspielplatz
meyerbeerstrasse,3 alle altersklassen
grner finger,3 alle altersklassen
lindenbreie,2 wohngebietsspielplatz
legdenweg west,2 wohngebietsspielplatz
spichernstrasse,4 zentraler spielplatz
scharnhorststrasse,2 wohngebietsspielplatz
westerheide ballspielplatz,2 wohngebietsspielplatz
wacholderweg,2 wohngebietsspielplatz
zwi schulmann weg,2 wohngebietsspielplatz
gallenkamp,2 wohngebietsspielplatz
herdingstrasse,2 wohngebietsspielplatz
schrbusch,2 wohngebietsspielplatz
goldaper strasse,2 wohngebietsspielplatz
dirk von merveldt strasse,3 alle altersklassen
paul klee weg,2 wohngebietsspielplatz
dreizehnerstrasse,3 alle altersklassen
arnethstrasse,1 kleinkindspielplatz
servatiiplatz,2 wohngebietsspielplatz
verdistrasse,2 wohngebietsspielplatz
diekbree,2 wohngebietsspielplatz
bockhorststrasse,2 wohngebietsspielplatz
streetballflche normannenweg,b
tengenkamp,2 wohngebietsspielplatz
birkenheide i ballspielplatz,3 alle altersklassen
heroldstrasse heidbusch,4 zentraler spielplatz
potstiege,2 wohngebietsspielplatz
berwasserschule,2 wohngebietsspielplatz
matthias claudius schule,2 wohngebietsspielplatz
zumsandeplatz,4 zentraler spielplatz
wichernstrasse,2 wohngebietsspielplatz
tresckowstrasse,2 wohngebietsspielplatz
martin luther schule,2 wohngebietsspielplatz
hans bredow weg,3 alle altersklassen
heidkttersweg,2 wohngebietsspielplatz
telgenweg,2 wohngebietsspielplatz
ossenkampstiege,2 wohngebietsspielplatz
am bltenhain,2 wohngebietsspielplatz
wierling,2 wohngebietsspielplatz
wiedeiken,2 wohngebietsspielplatz
falgerstrasse,2 wohngebietsspielplatz
arnikaweg,2 wohngebietsspielplatz
hnenburg mitte,2 wohngebietsspielplatz
angelmodder weg,3 alle altersklassen
middelkamp alt osthuesheide,2 wohngebietsspielplatz
fleigestrasse,1 kleinkindspielplatz
besselweg,2 wohngebietsspielplatz
der alten kirche,3 alle altersklassen
stettiner strasse,2 wohngebietsspielplatz
hohe geest,2 wohngebietsspielplatz
hanses ketteler strasse,4 zentraler spielplatz
hoppengarten nord ballspielplatz,4 zentraler spielplatz
knigsberger strasse,4 zentraler spielplatz
langeworth,2 wohngebietsspielplatz
pappelweg,2 wohngebietsspielplatz
markweg,2 wohngebietsspielplatz
ter borch strasse,2 wohngebietsspielplatz
bainingstrasse,2 wohngebietsspielplatz
der konradkirche,2 wohngebietsspielplatz
coerdeplatz ballspielplatz,4 zentraler spielplatz
eichendorff schule,2 wohngebietsspielplatz
birkenheide ii,3 alle altersklassen
martin niemller park,4 zentraler spielplatz
horstmarer landweg,2 wohngebietsspielplatz
jahnstrasse,2 wohngebietsspielplatz
goldbrink,2 wohngebietsspielplatz
herrenstrasse,2 wohngebietsspielplatz
brningheide,1 kleinkindspielplatz
gigasstrasse,2 wohngebietsspielplatz
zeppelinstrasse,2 wohngebietsspielplatz
johanne walhorn weg,2 wohngebietsspielplatz
gluckweg,4 zentraler spielplatz
kreuzschanze,2 wohngebietsspielplatz
kardinalstrasse,4 zentraler spielplatz
toppheideweg,4 zentraler spielplatz
drei eichen nord,2 wohngebietsspielplatz
vossbusch,2 wohngebietsspielplatz
theodor heuss strasse,2 wohngebietsspielplatz
bodelschwinghschule,2 wohngebietsspielplatz
gasselstiege nord,2 wohngebietsspielplatz
tmmersweg,3 alle altersklassen
lechterstrasse,2 wohngebietsspielplatz
am ltkebach,2 wohngebietsspielplatz
margaretenschule brentanoweg 18,2 wohngebietsspielplatz
zum guten hirten,2 wohngebietsspielplatz
laerer landweg,2 wohngebietsspielplatz
kranichweg,2 wohngebietsspielplatz
mergelberg nord,3 alle altersklassen
am kmpken,4 zentraler spielplatz
gustav freytag heinr von kleist str,2 wohngebietsspielplatz
sprickmannstrasse 10,1 kleinkindspielplatz
nordmark,3 alle altersklassen
gronowskistrasse,2 wohngebietsspielplatz
geistschule,2 wohngebietsspielplatz
helene weigel weg alt einkaufzentrum meesenstiege,4 zentraler spielplatz
