3,13
sieger gerta,geb menken
kohlmann frieda,geb marx
baum meta,geb seif
rosenbaum rieka,geb obermeyer
benjamin else,geb nachmann
bongartz bertha,geb salomon
oppenheimer grete,geb sieger
leyens helene leni,verh
lion cilly,verh meyberg
falk elise,geb simon
scherbel rebekka,geb wiesenfelder
mhlstein tanne rahel,gab salomon
fischmann serafine,bongartz
marchand tina toni,geb hartog
leyens clara,geb levenbach
david berta,geb grnberg
david liesel,geb kahn
albersheim clara,geb spiro
david karoline,geb simons
metzger else,geb nathan
nathan julia,geb leyens
poppert rose,geb kuhn
herz johanna senior,geb rbsteck
marchand jenny,geb hartog
lion ruth,verh abrahamson
lion mina,geb levor
harff stefanie,geb dreyfuss
david clara,geb windmller
david johanna,geb geisler
herz henriette,geb koppel
lwenstein antoinette,geb mannheimer
moos rosa,geb lwenstein
hxter frieda,geb rolef
abrams rosalie,geb capell
gnther paulina,geb klein
herzfeld margarethe,geb leyens
landau emma,geb bongartz
falkenstein paula,geb kaufmann
dannenberg else,geb kanthal
