0,3
02 18 2012,vehicle serviced
02 25 2014,maintenance inspection completed oil filter changed
03 08 2013,washed detailed oil filter changed
03 29 2012,maintenance inspection completed brakes replaced washed detailed four wheel alignment performed
04 15 2014,vehicle serviced
04 17 2014,vehicle offered sale
06 28 2013,maintenance inspection completed battery charging system checked tire repaired
09 07 2011,title issued updated new owner reported loan lien reported
10 09 2012,passed emissions inspection
12 17 2013,passed emissions inspection
12 27 2011,registration issued renewed
12 31 2013,registration issued renewed
date,comments
