0,5
0,g dorey
0,v foucault
0,kloess
1,f joseph
2,p.p ploquin
3,m bezier
4,f nivard
5,j da veiga
6,r joly
7,m abrivard
8,e raffin
9,o touvais
d,j.r launois
d,e dessartre
d,j foucault
d,barrier
rang,jockey
