1,2
make model,rebate amount
honda fcx clarity 2010 2012 manufacturer's website,"5,000"
hyundai tucson fuel cell 2015 manufacturer's website,"5,000"
mercedes benz f cell 2011 2012 manufacturer's website,"5,000"
bmw i3 i3 rex 2014 manufacturer's website,"2,500"
byd e6 2012 2014 manufacturer's website,"2,500"
chevrolet spark ev 2014 manufacturer's website,"2,500"
fiat 500e 2013 2015 manufacturer's website,"2,500"
ford focus electric 2012 2014 manufacturer's website,"2,500"
honda fit ev 2013 2014 manufacturer's website,"2,500"
mercedes benz b class electric drive 2014 manufacturer's website,"2,500"
mitsubishi i miev 2012 2014 manufacturer's website,"2,500"
nissan leaf 2011 2015 manufacturer's website,"2,500"
smart ed electric fortwo cabriolet coupe 2011 2013 2014 manufacturer's website,"2,500"
tesla model s 2012 2014 manufacturer's website,"2,500"
tesla roadster roadster sport 2009 2011 manufacturer's website,"2,500"
th nk city 2011 manufacturer's website,"2,500"
toyota rav4 ev 2012 2014 manufacturer's website,"2,500"
wheego life 2011 manufacturer's website,"2,500"
cadillac elr 2014 manufacturer's website,"1,500"
ford cmax energi 2013 2014 manufacturer's website,"1,500"
ford fusion energi 2013 2014 manufacturer's website,"1,500"
honda accord plug 2014 manufacturer's website,"1,500"
toyota prius plug hybrid 2012 2014 manufacturer's website,"1,500"
evi emega 2010 2012 manufacturer's website,900
gem e2 gem e4 gem es gem el gem el xd 2009 2013 manufacturer's website,900
miles ev zx40sad ev zx40st 2009 manufacturer's website,900
vantage evx1000 evc1000 evp1000 evr1000 2010 2013 manufacturer's website,900
brammo enertia enertia plus empulse empulse r 2010 2014 manufacturer's website,900
