5,4
12 25pm mdt,10 43am mdt
02 38pm mdt,01 06pm mdt
12 14pm mdt,10 30am mdt
02 13pm mdt,12 43pm mdt
11 59am mdt,10 20am mdt
02 19pm mdt,12 39pm mdt
12 02pm mdt,10 13am mdt
02 24pm mdt,12 43pm mdt
11 50am mdt,10 07am mdt
02 39pm mdt,12 57pm mdt
12 11pm mdt,10 25am mdt
03 00pm mdt,12 42pm mdt
12 04pm mdt,10 26am mdt
02 18pm mdt,12 46pm mdt
11 57am mdt,10 14am mdt
02 39pm mdt,01 04pm mdt
11 47am mdt,10 06am mdt
02 24pm mdt,12 46pm mdt
11 55am mdt,10 16am mdt
02 14pm mdt,12 36pm mdt
11 41am mdt,09 56am mdt
02 23pm mdt,12 39pm mdt
11 45am mdt,10 09am mdt
02 22pm mdt,12 46pm mdt
11 45am mdt,10 01am mdt
11 56am mdt,10 06am mdt
arrival,departure
