0,2
de9314399u1,feb 10 1994
ep0419932a2,apr 3 1991
ep0448350a2,sep 25 1991
ep0458104a2,nov 27 1991
ep0632359a2,jan 4 1995
ep0676685a2,oct 11 1995
ep0799442a1,oct 8 1997
ep0799443a1,oct 8 1997
us20080198827,aug 21 2008
us20100305723,dec 2 2010
us20120036379,feb 9 2012
us20120102490,apr 26 2012
us20120173903,jul 5 2012
us20120311169,dec 6 2012
us4835706,may 30 1989
us4903211,feb 20 1990
us4907183,mar 6 1990
us4965738,oct 23 1990
us5005122,apr 2 1991
us5008846,apr 16 1991
us5016196,may 14 1991
us5018148,may 21 1991
us5051936,sep 24 1991
us5057755,oct 15 1991
us5163124,nov 10 1992
us5167024,nov 24 1992
us5182810,jan 26 1993
us5214584,may 25 1993
us5214782,may 25 1993
us5214785,may 25 1993
us5235532,aug 10 1993
us5251320,oct 5 1993
us5276824,jan 4 1994
us5309352,may 3 1994
us5317751,may 31 1994
us5339446,aug 16 1994
us5359540,oct 25 1994
us5361364,nov 1 1994
us5371848,dec 6 1994
us5396636,mar 7 1995
us5404541,apr 4 1995
us5404542,apr 4 1995
us5408573,apr 18 1995
us5410712,apr 25 1995
us5414861,may 9 1995
us5414863,may 9 1995
us5423045,jun 6 1995
us5428790,jun 27 1995
us5430880,jul 4 1995
us5432938,jul 11 1995
us5432946,jul 11 1995
us5450073,sep 12 1995
us5454112,sep 26 1995
us5475848,dec 12 1995
us5477476,dec 19 1995
us5479619,dec 26 1995
us5483464,jan 9 1996
us5485623,jan 16 1996
us5486726,jan 23 1996
us5504909,apr 2 1996
us5506790,apr 9 1996
us5511013,apr 23 1996
us5511204,apr 23 1996
us5511205,apr 23 1996
us5515539,may 7 1996
us5521854,may 28 1996
us5532524,jul 2 1996
us5535401,jul 9 1996
us5559376,sep 24 1996
us5560022,sep 24 1996
us5560024,sep 24 1996
us5586249,dec 17 1996
us5586333,dec 17 1996
us5594672,jan 14 1997
us5598566,jan 28 1997
us5604916,feb 18 1997
us5629715,may 13 1997
us5630163,may 13 1997
us5652845,jul 29 1997
us5652895,jul 29 1997
us5659763,aug 19 1997
us5664203,sep 2 1997
us5671348,sep 23 1997
us5675812,oct 7 1997
us5675813,oct 7 1997
us5710929,jan 20 1998
us5713027,jan 27 1998
us5721936,feb 24 1998
us5724604,mar 3 1998
us5729667,mar 17 1998
us5752050,may 12 1998
us5784641,jul 21 1998
us5790810,aug 4 1998
us5799197,aug 25 1998
us5805910,sep 8 1998
us5809313,sep 15 1998
us5887147,mar 23 1999
us5892958,apr 6 1999
us5920727,jul 6 1999
us5956081,sep 21 1999
us5958057,sep 28 1999
us5964879,oct 12 1999
us5974552,oct 26 1999
us5978923,nov 2 1999
us5996081,nov 30 1999
us6002340,dec 14 1999
us6006337,dec 21 1999
us6081902,jun 27 2000
us6094725,jul 25 2000
us6172432,jan 9 2001
us6175774,jan 16 2001
us6247090,jun 12 2001
us6260151,jul 10 2001
us6269288,jul 31 2001
us6282668,aug 28 2001
us6314523,nov 6 2001
us6363422,mar 26 2002
us6513088,jan 28 2003
us6519704,feb 11 2003
us6535985,mar 18 2003
us6549970,apr 15 2003
us6571152,may 27 2003
us6586849,jul 1 2003
us6604006,aug 5 2003
us6625690,sep 23 2003
us6654756,nov 25 2003
us6657534,dec 2 2003
us6665802,dec 16 2003
us6675302,jan 6 2004
us6701442,mar 2 2004
us6714977,mar 30 2004
us6782483,aug 24 2004
us6792552,sep 14 2004
us6795929,sep 21 2004
us6804791,oct 12 2004
us6839855,jan 4 2005
us6882389,apr 19 2005
us6909483,jun 21 2005
us6922788,jul 26 2005
us6941481,sep 6 2005
us6952248,oct 4 2005
us6952787,oct 4 2005
us6971037,nov 29 2005
us6990595,jan 24 2006
us6996731,feb 7 2006
us7006181,feb 28 2006
us7024572,apr 4 2006
us7039532,may 2 2006
us7039820,may 2 2006
us7043650,may 9 2006
us7062667,jun 13 2006
us7073084,jul 4 2006
us7079108,jul 18 2006
us7080272,jul 18 2006
us7089342,aug 8 2006
us7095321,aug 22 2006
us7120809,oct 10 2006
us7148796,dec 12 2006
us7149888,dec 12 2006
us7159022,jan 2 2007
us7203846,apr 10 2007
us7213162,may 1 2007
us7225426,may 29 2007
us7242656,jul 10 2007
us7263450,aug 28 2007
us7286935,oct 23 2007
us7325050,jan 29 2008
us7330886,feb 12 2008
us7337333,feb 26 2008
us7392309,jun 24 2008
us7432921,oct 7 2008
us7456733,nov 25 2008
us7456736,nov 25 2008
us7464281,dec 9 2008
us7475180,jan 6 2009
us7475181,jan 6 2009
us7522964,apr 21 2009
us7522965,apr 21 2009
us7522966,apr 21 2009
us7526349,apr 28 2009
us7529838,may 5 2009
us7542963,jun 2 2009
us7548235,jun 16 2009
us7577823,aug 18 2009
us7627651,dec 1 2009
us7711814,may 4 2010
us7734183,jun 8 2010
us7778675,aug 17 2010
us7779026,aug 17 2010
us7821489,oct 26 2010
us7822806,oct 26 2010
us7847683,dec 7 2010
us7890741,feb 15 2011
us7904610,mar 8 2011
us7958170,jun 7 2011
us7974661,jul 5 2011
us7986224,jul 26 2011
us8005944,aug 23 2011
us8015255,sep 6 2011
us8019798,sep 13 2011
us8024451,sep 20 2011
us8037333,oct 11 2011
us8051314,nov 1 2011
us8065540,nov 22 2011
us8090817,jan 3 2012
us8117468,feb 14 2012
us8134565,mar 13 2012
us8145748,mar 27 2012
us8156350,apr 10 2012
us8190873,may 29 2012
us8224953,jul 17 2012
us8271626,sep 18 2012
us8271817,sep 18 2012
us8322155,dec 4 2012
us8327656,dec 11 2012
us8370673,feb 5 2013
us8407711,mar 26 2013
us8424336,apr 23 2013
us8425287,apr 23 2013
us8448849,may 28 2013
us8463957,jun 11 2013
us8464084,jun 11 2013
us8520014,aug 27 2013
us8560677,oct 15 2013
us8561064,oct 15 2013
us8566292,oct 22 2013
us8583953,nov 12 2013
us8719319,may 6 2014
usre40922,sep 22 2009
wo1990007216a1,jun 28 1990
wo1992001253a1,jan 23 1992
wo1994023355a1,oct 13 1994
wo2002027471a2,apr 4 2002
wo2004012060a2,feb 5 2004
wo2005003819a1,jan 13 2005
wo2006083935a2,aug 10 2006
