0,1
us3139101,23 jul 1962
us4346164,6 oct 1980
us4509852,17 ago 1982
us4825453,17 oct 1985
us5368649,18 ago 1992
us5493403,15 feb 1995
us5528118,1 abr 1994
us5623853,19 oct 1994
us5646413,28 feb 1996
us5657129,7 abr 1994
us5715039,17 may 1996
us5744924,20 jun 1996
us5774575,11 ene 1996
us5815246,18 jun 1997
us5844247,2 abr 1997
us5874820,4 abr 1995
us5942871,2 abr 1996
us5969441,10 oct 1997
us5980647,15 jul 1997
us5982128,4 feb 1998
us5995234,21 ene 1997
us6008500,27 may 1999
us6020710,26 may 1999
us6033478,5 nov 1996
us6049186,31 jul 1998
us6051843,29 oct 1998
us6087797,25 may 1999
us6150787,26 may 1999
us6151105,27 may 1999
us6175404,27 may 1999
us6178974,17 may 2000
us6188195,26 may 1999
us6191429,6 abr 1999
us6195154,1 jun 1999
us6246202,12 nov 1998
us6262796,27 feb 1998
us6268904,19 nov 1998
us6271640,10 nov 1999
us6279881,24 feb 2000
us6281654,13 may 1999
us6307620,25 abr 2000
us6316901,18 abr 2001
us6327025,28 nov 2000
us6400441,20 sep 2000
us6446365,15 sep 2000
us6459472,30 abr 1999
us6459672,26 sep 2000
us6466365,10 may 2000
us6496257,22 may 2000
us6496259,28 dic 1999
us6498352,11 jul 2001
us6549269,17 nov 2000
us6590634,21 nov 2000
us6683433,28 sep 2001
us6721674,13 mar 2001
us6747732,2 jul 2003
us6778257,23 jul 2002
us6781670,30 dic 2002
us6788477,22 oct 2002
us6798491,21 dic 2001
us6841965,15 jun 2001
us6844206,21 ago 2003
us6853794,2 jul 2002
us6878916,2 ago 2002
us6891596,6 mar 2003
us6891683,21 ago 2003
us6914665,6 ago 2003
us6927840,7 may 2004
us6952253,12 nov 2003
us6989647,26 nov 1999
us7029832,11 mar 2003
us7061573,11 abr 2001
us7061575,10 dic 2004
us7070915,29 ago 2003
us7075616,12 nov 2003
us7092068,26 nov 2003
us7092069,9 jul 2004
us7145641,31 dic 2003
us7145671,16 ago 2001
us7154676,1 sep 2004
us7177008,30 jun 2004
us7190527,1 sep 2004
us7199858,12 nov 2003
us7203008,8 sep 2004
us7224427,3 ago 2004
us7256869,29 dic 2006
us7262422,1 jul 2005
us7312847,22 mar 2005
us7317504,8 abr 2004
us7339743,28 sep 2006
us7365513,26 nov 1999
us7379158,10 feb 2006
us7382540,12 mar 2007
us7388649,22 nov 2005
us7433015,12 oct 2004
us7433019,5 ene 2006
us7436486,26 ene 2006
us7436487,2 feb 2006
us7442908,11 abr 2005
usre32795,11 ago 1986
usre40043,27 feb 1998
wo1999049504a1,16 mar 1999
