0,2
acsrvmui regno unito ua.msp,"4,008,448"
acsrvmui de de.msp,"3,981,824"
acsrvmui en us,"4,246,016"
acsrvmui et ee.msp,"3,978,240"
acsrvmui hi in.msp,"4,246,016"
acsrvmui ja jp,"2,133,504"
acsrvmui lv lv.msp,"4,030,464"
acsrvmui ru ru.msp,"4,056,576"
acsrvmui sr latn cs.msp,"3,932,160"
ar acsrvmui sa.msp,"3,994,624"
ar coreservermui sa.msp,"10,535,936"
ar ifsmui sa.msp,"3,236,352"
ar ppsmamui sa.msp,"7,278,592"
ar spsmui sa.msp,"3,653,120"
ar svrproof sa.msp,"7,991,808"
ar wosrvmui sa.msp,"3,442,688"
ar wssmui sa.msp,"4,688,384"
ar xlsrvmui sa.msp,"2,353,152"
bg acsrvmui bg.msp,"4,091,392"
bg coreservermui bg.msp,"10,576,384"
bg ifsmui bg.msp,"3,315,712"
bg ppsmamui bg.msp,"7,322,112"
bg spsmui bg.msp,"3,628,544"
bg wosrvmui bg.msp,"3,454,464"
bg wssmui bg.msp,"4,715,520"
bg xlsrvmui bg.msp,"2,356,224"
ca coreservermui es.msp,"10,442,752"
ca ifsmui es.msp,"3,304,960"
ca spsmui es.msp,"3,598,336"
ca svrproof es.msp,"4,639,232"
ca wosrvmui es.msp,2.359.296
ca wssmui es.msp,"4,619,776"
ca xlsrvmui es.msp,"2,351,616"
contabilit generale coreservermui es.msp,"10,449,920"
contabilit generale ifsmui es.msp,"3,303,424"
contabilit generale spsmui es.msp,"3,593,216"
contabilit generale wosrvmui es.msp,"2,357,760"
contabilit generale wssmui es.msp,"4,624,384"
contabilit generale xlsrvmui es.msp,2.350.592
coreserver x none.msp,"186,123,776"
coreservermui regno unito ua.msp,"10,574,848"
coreservermui de de.msp,"10,484,736"
coreservermui en us,"6,763,520"
coreservermui et ee.msp,"10,500,096"
coreservermui eu es.msp,"10,431,488"
coreservermui hi in.msp,"10,594,304"
coreservermui ja jp,"10,643,968"
coreservermui lv lv.msp,"10,520,576"
coreservermui ru ru.msp,"10,553,856"
coreservermui sr latn cs.msp,"10,522,112"
cs acsrvmui cz.msp,"4,018,176"
cs coreservermui cz.msp,"10,529,792"
cs ifsmui cz.msp,"3,310,592"
cs ppsmamui cz.msp,"7,307,776"
cs spsmui cz.msp,"3,603,968"
cs svrproof cz.msp,"5,434,368"
cs wdsrvmui cz.msp,"2,546,176"
cs wosrvmui cz.msp,"3,447,296"
cs wssmui cz.msp,"4,656,640"
cs xlsrvmui cz.msp,"2,391,040"
da acsrvmui dk.msp,"4,018,688"
da coreservermui dk.msp,"10,506,752"
da ifsmui dk.msp,"3,234,304"
da ppsmamui dk.msp,"7,281,152"
da spsmui dk.msp,"3,592,192"
da svrproof dk.msp,"3,861,504"
da wdsrvmui dk.msp,"3,137,024"
da wosrvmui dk.msp,"3,443,712"
da wssmui dk.msp,"4,625,920"
da xlsrvmui dk.msp,"2,386,432"
el acsrvmui gr.msp,"4,075,520"
el coreservermui gr.msp,"10,625,024"
el ifsmui gr.msp,"3,317,760"
el ppsmamui gr.msp,"7,327,744"
el spsmui gr.msp,"3,648,512"
el wosrvmui gr.msp,"3,462,656"
el wssmui gr.msp,"4,765,184"
el xlsrvmui gr.msp,2.359.296
es acsrvmui es.msp,"4,006,912"
es coreservermui es.msp,"10,460,160"
es ifsmui es.msp,"3,234,816"
es ppsmamui es.msp,"7,276,032"
es spsmui es.msp,"3,596,288"
es svrproof es.msp,"4,818,944"
es wdsrvmui es.msp,"2,529,280"
es wosrvmui es.msp,"3,445,248"
es wssmui es.msp,"4,632,064"
es xlsrvmui es.msp,"2,389,504"
fi acsrvmui fi.msp,"4,030,464"
fi coreservermui fi.msp,"10,524,672"
fi ifsmui fi.msp,"3,309,056"
fi ppsmamui fi.msp,"7,284,224"
fi spsmui fi.msp,"3,595,776"
fi wosrvmui fi.msp,"3,443,200"
fi wssmui fi.msp,"4,635,648"
fi xlsrvmui fi.msp,"2,351,104"
fr acsrvmui fr.msp,"3,977,216"
fr coreservermui fr.msp,"10,470,912"
fr ifsmui fr.msp,"3,234,816"
fr ppsmamui fr.msp,"7,298,560"
fr spsmui fr.msp,"3,603,968"
fr svrproof fr.msp,"4,019,200"
fr wosrvmui fr.msp,"3,446,784"
fr wssmui fr.msp,"4,653,056"
fr xlsrvmui fr.msp,"2,352,128"
gu svrproof in.msp,"3,102,720"
