0,4
1987,e 1100
1987,e 1080
1987,hp 1002
1987,hp 1002
1988,e 1290
1988,e 1080
1988,hp 1002
1988,hp 1002
1989,e 1290
1989,e 1290
1989,33 2006
1989,hp 1002
1989,hp 2004
1989,hp 1002
1990,e 1100
1990,33 2006
1990,e 1100
1990,hp 1002
1990,hp 1002
1990,hp 2004
1991,33 2006
1991,e 1100
1991,e 1100
1991,hp 2004
1991,hp 2004
1991,hp 2004
1992,57 1501
1992,57 1501
1992,33 2006
1992,e 1100
1992,e 1100
1992,hp 2004
1992,hp 2004
1992,hp 2004
1993,57 1501
1993,57 1501
1993,33 2006
1993,e 1100
1993,e 1100
1993,hp 2004
1993,hp 2004
1993,hp 2004
1994,57 1501
1994,57 1501
1994,33 2006
1994,e 1100
1994,e 1100
1994,hp 2004
1994,hp 2004
1994,hp 2004
1995,57 1501
1995,57 1501
1995,33 2006
1995,e 1100
1995,e 1100
1995,hp 2004
1995,hp 2004
1995,hp 2004
1996,57 1501
1996,57 1501
1996,e 1100
1996,33 2006
1996,e 1100
1996,hp 2004
1996,hp 2004
1996,hp 2004
1997,57 1509 1
1997,33 2175
1997,33 2175
1997,33 2175
1997,hp 2004
1997,hp 2004
1997,hp 2004
1998,57 1509 1
1998,57 1509 1
1998,33 2175
1998,33 2175
1998,33 2175
1998,33 2175
1998,hp 2004
1998,hp 2004
1998,hp 2004
1998,hp 2004
1999,57 1509 1
1999,57 1509 1
1999,33 2175
1999,33 2175
1999,33 2175
1999,33 2175
1999,hp 2004
1999,hp 2004
1999,hp 2004
1999,hp 2004
2000,77 1516kp
2000,57 1517 2
2000,57 1516
2000,33 2175
2000,33 2175
2000,33 2175
2000,33 2175
2000,hp 2004
2000,hp 2004
2000,hp 2004
2000,hp 2004
2001,77 1516kp
2001,77 1516kp
2001,57 1516
2001,57 1516
2001,57 1517 2
2001,33 2175
2001,33 2175
2001,33 2175
2001,33 2175
2001,33 2175
2001,hp 2004
2001,hp 2004
2001,hp 2004
2001,hp 2004
2001,hp 2004
2002,77 1516kp
2002,57 1517 2
2002,57 1516
2002,33 2175
2002,33 2175
2002,33 2175
2002,33 2175
2002,hp 2004
2002,hp 2004
2002,hp 2004
2002,hp 2004
2003,77 1516kp
2003,57 1516
2003,57 1517 2
2003,33 2175
2003,33 2175
2003,33 2175
2003,hp 2004
2003,hp 2004
2003,hp 2004
2004,77 1516kp
2004,57 1516
2004,33 2175
2004,33 2175
2004,hp 2004
2004,hp 2009
2005,77 1546kp
2005,77 1547kp
2005,63 1546
2005,63 1547
2005,57 1546
2005,57 1547
2005,33 2175
2005,33 2175
2005,hp 2009
2005,hp 2004
2006,77 1547kp
2006,77 1546kp
2006,63 1546
2006,63 1547
2006,63 1547
2006,57 1546
2006,57 1547
2006,33 2175
2006,33 2175
2006,hp 2009
2006,hp 2004
2007,77 1546kp
2007,63 1546
2007,63 1546
2007,33 2175
2007,33 2175
2007,hp 2009
2007,hp 2004
2008,77 1546kp
2008,63 1546
2008,33 2175
2008,33 2175
2008,hp 2010
2008,hp 2009
2009,hp 2010
2009,hp 2010
year,part number
