0,1
bronx tale,1993
dirty shame,2004
night roxbury,1998
admission,2013
affliction,1998
amelia,2009
american pie,1999
analyze,2002
analyze,1999
august,2008
away we go,2009
bee season,2005
beerfest,2006
being flynn,2012
belly,1998
beloved,1998
big trouble,2002
birth,2004
black rainbow,1989
bleeding hearts,1996
bloodhounds broadway,1989
book shadows blair witch 2,2000
bowfinger,1999
bringing out dead,1999
brooklyn's finest,2010
casanova,2005
casino,1995
changeling,2008
changing lanes,2002
che part one,2008
che part two,2008
chicago,2002
chocolat,2000
clockers,1995
cold souls,2009
comfortably numb,1995
copycat,1995
cradle rock,1999
creation,2010
crooklyn,1994
cry beloved country,1995
de lovely,2004
dear john,2010
deceived,1991
don peyote,2014
doogal,2006
drumline,2002
duplicity,2009
eddie,1996
empire falls,2005 2004 2005
escape human cargo,1998 1997 1998
evening,2007
factory girl,2006
far from heaven,2002
father bride part ii,1995
fight club,1999
first daughter,2004
love money,1993
four brothers,2005
frankie alice,2010
freaky friday,2003
fur imaginary portrait diane arbus,2006
g force,2009
garfield,2004
get shorty,1995
getting even dad,1994
ghost town,2008
gigantic,2009
girl 6,1996
godsend,2004
grace my heart,1996
hangin homeboys,1991
he got game,1998
hearts atlantis,2001
hedwig angry inch,2001
henry may long,2008
honeymoon vegas,1992
hot rod,2007
how lose guy 10 days,2003
i'm,2007
out,1997
america,2003
inside man,2006
jarhead,2005
jesus son,2000
joe gould's secret,2000
josie pussycats,2001
julian po,1997
jungle fever,1991
jungle2jungle,1997
kate leopold,2001
kundun,1997
last holiday,2006
law abiding citizen,2009
life pi,2012
lions lambs,2007
living out loud,1998
lost souls,2000
mac,1993
malcolm x,1992
man year,2006
married life,2008
mcbain,1991
men honor,2000
michael,1996
michael clayton,2007
michael collins,1996
mission mars,2000
mixed nuts,1994
mo better blues,1990
mr mrs bridge,1990
my week marilyn,2011
mystic river,2003
name,year
never again,2002
new year's eve,2011
nights rodanthe,2008
notorious,2009
nutty professor ii klumps,2000
only lovers left alive,2014
only you,1994
people i know,2003
philadelphia,1993
planet apes,2001
possession,2002
practical magic,1998
primary colors,1998
prison song,2001
remember me,2010
return paradise,1998
ronin,1998
salt,2010
sex city,2004 1998 2004
shaft,2000
she hate me,2004
shutter island,2010
silk,2007
sleepers,1996
sleepy hollow,1999
snake eyes,1998
songcatcher,2001
soul men,2008
stage beauty,2004
stardust,2007
state property 2,2005
state main,2000
stop loss,2008
straight out brooklyn,1991
subway stories tales from underground,1997 1996 1997
summer sam,1999
superman returns,2006
teeth,2008
thing you do,1996
24 hour woman,1999
aviator,2004
blackout,1997
bounty hunter,2010
boxer,1997
cider house rules,1999
fifth estate,2013
fountain,2006
freshman,1990
frighteners,1996
good shepherd,2006
great white hype,1996
heartbreak kid,2007
human stain,2003
indian cupboard,1995
last days disco,1998
limits control,2009
lucky ones,2008
mambo kings,1992
manchurian candidate,2004
nanny diaries,2007
nutty professor,1996
original kings comedy,2000
portrait,1998
reader,2008
recruit,2003
river wild,1994
royal tenenbaums,2001
salton sea,2002
score,2001
sentinel,2006
siege,1998
silence lambs,1991
sixth sense,1999
sorcerer's apprentice,2010
spanish prisoner,1998
wolf wall street,2013
wrestler,2008
she found me,2008
wong foo thanks everything julie newmar,1995
trouble corner,1998
trust,2011
trust man,2006
twilight,1998
two much,1996
undercover brother,2002
united 93,2006
warrior,2011
what just happened,2008
what planet you from,2000
where wild things,2009
who do i gotta kill,1994
who's man,1993
wish i here,2014
you don't know jack,2010 2009 2010
you've got mail,1998
