2,3
candidate,votes
peter ueberroth,"25,134"
larry flynt,"17,458"
gary coleman,"14,242"
george b schwartzman,"12,382"
mary carey,"11,179"
bruce margolin,"9,188"
bill simon,"8,913"
van vo,"7,226"
john christopher burton,"6,748"
david laughing horse robinson,"6,496"
leo gallagher,"5,466"
cheryl bly chester,"5,297"
lawrence strauss,"5,245"
ronald palmieri,"4,221"
calvin louie,"3,906"
badi badiozamani,"3,404"
audie bock,"3,358"
ralph hernandez,"3,199"
edward kennedy,"3,007"
dan feinstein,"2,927"
bob mcclain,"2,857"
james green,"2,848"
garrett gruener,"2,562"
angelyne,"2,536"
paul mariano,"2,455"
ivan hall,"2,346"
jim weir,"2,328"
jerome kunzman,"2,317"
ned roscoe,"2,250"
georgina russell,"2,216"
jonathan miller,"2,214"
jack grisham,"2,200"
christopher sproul,"2,039"
daniel watts,"2,021"
ken hamidi,"1,948"
marc valdez,"1,840"
frank macaluso,"1,801"
daniel ramirez,"1,778"
randall sprague,"1,771"
brooke adams,"1,713"
mohammad arif,"1,709"
nathan walton,"1,697"
john hickey,"1,689"
mike schmier,"1,652"
c.t weber,"1,626"
diana foss,"1,577"
michael wozniak,"1,562"
b.e smith,"1,545"
lingel winters,"1,466"
richard simmons,"1,422"
joe guzzardi,"1,419"
mike mccarthy,"1,351"
art brown,"1,344"
leonard padilla,"1,343"
iris adam,"1,297"
maurice walker,"1,236"
trek kelly,"1,210"
vikramjit bajwa,"1,168"
david sams,"1,166"
darin price,"1,152"
charles pineda,"1,104"
john mortensen,"1,078"
sara hanlon,"1,077"
diane templin,"1,067"
dick lane,"1,065"
jim hoffmann,"1,046"
william vaughn,"1,028"
c stephen henderson,989
robert newman,987
jamie safford,943
robert mannheim,914
dorene musilli,907
scott mednick,903
lavar taylor,851
brian tracy,842
kurt rightmyer,837
christopher ranken,823
sharon rushford,821
darrin scheidle,814
patricia tilley,792
darryl mobley,778
alex st james,771
bob edwards,758
douglas anderson,754
joel britton,751
michael jackson,746
ed beyer,727
paul mailander,715
john beard,699
paul nave,679
robert cullenbine,632
warren farrell,626
chuck walker,623
william chambers,610
vip bhola,607
gerold lee gorman,598
dennis mcmahon,591
james vandeventer,588
eric korevaar,586
kelly kimball,582
mike mcneilly,581
s issa,554
gino martorana,532
richard gosse,497
tim sylvester,489
bill prady,474
bryan quinn,474
jeffrey mock,455
paul vann,452
michael cheli,451
heather peters,444
jeff rainforth,425
ronald friedman,419
todd carson,386
scott davis 30,384
daniel richards,383
carl mehr,376
lorraine fontanes,365
gary leonard,359
gregory pawlik,349
jon zellhoefer,346
reva renz,333
kevin richter,305
stephen knapp,298
william tsangares,281
logan clements,274
robert dole,273
david kessinger,261
gene forte,235
todd lewis,192
mathilda spak write,16
jason gastrich write,11
monty manibog write,11
thomas benigno write,7
r charlie chadwick write,7
shirley coly write,5
jane dawson write,5
pauline cooper write,4
paul walton write,4
jim trenton write,3
wignes warren write,3
christy cassel write,2
jacques andré istel write,2
christian meister write,2
vincent pallaver write,2
lincoln pickard write,2
lynda toth write,2
donald wang write,2
robert gibb write,1
ronald spangler write,1
kyle conover write,1
bill thill write,1
jurlene white write,1
joel wirth write,1
