0,2
cn100430716c,5 nov 2008
de10134755a1,6 f vr 2003
de10134755b4,5 ao t 2004
de10142316a1,17 avr 2003
de10142317a1,27 mars 2003
de10142317b4,1 juil 2010
de10142318c1,30 janv 2003
ep1435336a2,7 juil 2004
us6100985,8 ao t 2000
us6259521,10 juil 2001
us6281974,28 ao t 2001
us6383824,7 mai 2002
us6429930,6 ao t 2002
us6429943,6 ao t 2002
us6430256,6 ao t 2002
us6432729,13 ao t 2002
us6433871,13 ao t 2002
us6458605,1 oct 2002
us6476920,5 nov 2002
us6479200,12 nov 2002
us6479309,12 nov 2002
us6483580,19 nov 2002
us6501534,31 d c 2002
us6529282,4 mars 2003
us6537833,25 mars 2003
us6545753,8 avr 2003
us6558965,6 mai 2003
us6561706,13 mai 2003
us6562635,13 mai 2003
us6582863,24 juin 2003
us6583877,24 juin 2003
us6590656,8 juil 2003
us6602723,5 ao t 2003
us6606152,12 ao t 2003
us6608690,19 ao t 2003
us6611330,26 ao t 2003
us6618149,9 sept 2003
us6623994,23 sept 2003
us6630362,7 oct 2003
us6639663,28 oct 2003
us6642063,4 nov 2003
us6643008,4 nov 2003
us6650423,18 nov 2003
us6650424,18 nov 2003
us6654131,25 nov 2003
us6657736,2 d c 2003
us6660542,9 d c 2003
us6704661,9 mars 2004
us6704920,9 mars 2004
us6707562,16 mars 2004
us6713753,30 mars 2004
us6721052,13 avr 2004
us6728663,27 avr 2004
us6742168,25 mai 2004
us6750968,15 juin 2004
us6753971,22 juin 2004
us6765282,20 juil 2004
us6767680,27 juil 2004
us6768967,27 juil 2004
us6768983,27 juil 2004
us6773939,10 ao t 2004
us6778911,17 ao t 2004
us6785009,31 ao t 2004
us6790570,14 sept 2004
us6791697,14 sept 2004
us6795193,21 sept 2004
us6798512,28 sept 2004
us6804014,12 oct 2004
us6813034,2 nov 2004
us6816252,9 nov 2004
us6819426,16 nov 2004
us6829057,7 d c 2004
us6836324,28 d c 2004
us6836691,28 d c 2004
us6839145,4 janv 2005
us6842259,11 janv 2005
us6850333,1 f vr 2005
us6856408,15 f vr 2005
us6859746,22 f vr 2005
us6867862,15 mars 2005
us6881594,19 avr 2005
us6882413,19 avr 2005
us6888632,3 mai 2005
us6891626,10 mai 2005
us6891628,10 mai 2005
us6897422,24 mai 2005
us6898537,24 mai 2005
us6898596,24 mai 2005
us6909507,21 juin 2005
us6919964,19 juil 2005
us6931361,16 ao t 2005
us6933158,23 ao t 2005
us6947135,20 sept 2005
us6947850,20 sept 2005
us6949462,27 sept 2005
us6950190,27 sept 2005
us6950780,27 sept 2005
us6952271,4 oct 2005
us6954267,11 oct 2005
us6972852,6 d c 2005
us6972853,6 d c 2005
us6980300,27 d c 2005
us6982791,3 janv 2006
us6982793,3 janv 2006
us6985228,10 janv 2006
us6989900,24 janv 2006
us6992764,31 janv 2006
us6995842,7 f vr 2006
us7031848,18 avr 2006
us7042569,9 mai 2006
us7043397,9 mai 2006
us7046376,16 mai 2006
us7053991,30 mai 2006
us7061615,13 juin 2006
us7061627,13 juin 2006
us7069153,27 juin 2006
us7069182,27 juin 2006
us7099010,29 ao t 2006
us7106459,12 sept 2006
us7110099,19 sept 2006
us7115858,3 oct 2006
us7119893,10 oct 2006
us7136164,14 nov 2006
us7145654,5 d c 2006
us7145664,5 d c 2006
us7173699,6 f vr 2007
us7177025,13 f vr 2007
us7187456,6 mars 2007
us7206071,17 avr 2007
us7212293,1 mai 2007
us7230704,12 juin 2007
us7230705,12 juin 2007
us7233390,19 juin 2007
us7236244,26 juin 2007
us7239390,3 juil 2007
us7248364,24 juil 2007
us7248375,24 juil 2007
us7253909,7 ao t 2007
us7262864,28 ao t 2007
us7280230,9 oct 2007
us7283237,16 oct 2007
us7286243,23 oct 2007
us7289214,30 oct 2007
us7289219,30 oct 2007
us7304735,4 d c 2007
us7321427,22 janv 2008
us7321433,22 janv 2008
us7327457,5 f vr 2008
us7330256,12 f vr 2008
us7372565,13 mai 2008
us7382447,3 juin 2008
us7391518,24 juin 2008
us7400402,15 juil 2008
us7428057,23 sept 2008
us7433037,7 oct 2008
us7446882,4 nov 2008
us7456964,25 nov 2008
us7456975,25 nov 2008
us7466429,16 d c 2008
us7469164,23 d c 2008
us7471392,30 d c 2008
us7477405,13 janv 2009
us7495782,24 f vr 2009
us7502101,10 mars 2009
us7507669,24 mars 2009
us7511293,31 mars 2009
us7515279,7 avr 2009
us7522288,21 avr 2009
us7522292,21 avr 2009
us7567351,28 juil 2009
us7586620,8 sept 2009
us7586623,8 sept 2009
us7613598,3 nov 2009
us7615752,10 nov 2009
us7616323,10 nov 2009
us7619746,17 nov 2009
us7626710,1 d c 2009
us7626711,1 d c 2009
us7636168,22 d c 2009
us7639371,29 d c 2009
us7643666,5 janv 2010
us7667841,23 f vr 2010
us7684049,23 mars 2010
us7700247,20 avr 2010
us7747424,29 juin 2010
us7760368,20 juil 2010
us7791740,7 sept 2010
us7812963,12 oct 2010
us7826071,2 nov 2010
us7864343,4 janv 2011
us7864344,4 janv 2011
us7869057,11 janv 2011
us7879516,1 f vr 2011
us7884947,8 f vr 2011
us7889355,15 f vr 2011
us7924435,12 avr 2011
us7933026,26 avr 2011
us7948631,24 mai 2011
us7948636,24 mai 2011
us7952724,31 mai 2011
us7978337,12 juil 2011
us7978338,12 juil 2011
us7990549,2 ao t 2011
us8004688,23 ao t 2011
us8014000,6 sept 2011
us8023122,20 sept 2011
us8035824,11 oct 2011
us8049903,1 nov 2011
us8054453,8 nov 2011
us8072611,6 d c 2011
us8107085,31 janv 2012
us8108328,31 janv 2012
us8119991,21 f vr 2012
us8120781,21 f vr 2012
us8126677,28 f vr 2012
us8153987,10 avr 2012
us8379218,19 f vr 2013
us8426857,23 avr 2013
us8441639,14 mai 2013
us8468471,18 juin 2013
us8502979,6 ao t 2013
us8531678,10 sept 2013
us8543557,24 sept 2013
us8564780,22 oct 2013
us8565379,22 oct 2013
wo2001023871a1,5 avr 2001
wo2001055669a1,2 ao t 2001
wo2002037186a1,10 mai 2002
wo2002065545a2,22 ao t 2002
wo2002079760a2,10 oct 2002
wo2002097878a2,5 d c 2002
wo2003002990a2,9 janv 2003
wo2003026000a1,27 mars 2003
wo2003030250a1,10 avr 2003
wo2003048706a1,12 juin 2003
wo2003054475a2,3 juil 2003
wo2003075042a2,12 sept 2003
wo2004046655a2,3 juin 2004
