3,1
polinfobox,short office holder
project slp,name emil jones
name emil jones,profile image emil jones iii.jpg
profile picture emil jones iii.jpg,political position illinois state senate district 14
position illinois state senate district 14,incumbency incumbent
status incumbent,assumed office 2008
tenure january 2009 present,term ends 2012
term ends term end dates legislators elected november 6 2012 january 11 2017,political party democratic
assumed office 2009,profession legislator
political party democratic party dot bluedot size 10px,website http www.ilga.gov senate senator.asp ga 97 memberid 1753 senate website
2011 2012,jones iii serves committees
2009 2010,appropriations i committee illinois state senate appropriations i
committee assignments,energy committee illinois state senate energy
state illinois,labor committee illinois state senate labor
year 2009,licensed activities committee illinois state senate licensed activities
committee assignments,committee assignments
2008,2008
2008,2008
external links,external links
submit leg link,submit leg link
references,references
category:current member illinois state senate,category:current member illinois state senate
senelec 2008,senelec 2008
