1,0
28 november 2009,first seen
shock skip prevention memory buffer,feature
dock connector apple ipod charging playback,feature
ipod video playback from s video composite output,feature
cd text id3 tag support,feature
continue random program play modes,feature
repeat all repeat single play modes,feature
index search,feature
plays audio cds mp3 cds wav file cds,feature
12 pitch control analog outputs only,feature
rca unbalanced line outputs cd ipod,feature
coaxial optical s pdif digital out cd only,feature
1 4 stereo headphone output,feature
2u rack mountable,feature
wireless 55 key remote control,feature
19 w x 3.72 h x 11.73 d,feature
9.3 lbs,feature
