1,2
zend framework 2 validator component,linux noarch
zend framework 2 version component,linux noarch
zend framework 2 view component,linux noarch
zend framework 2 xml rpc component,linux noarch
zend framework 2 xml usage best practices security php,linux noarch
zend framework 2 common files,linux noarch
find out version extensions required piece code run,linux noarch
adds ability reverse engineer php,linux noarch
files needed building php extensions,linux i686
doctrine database abstraction layer,linux noarch
doctrine object relational mapper,linux noarch
php docblock annotations parser library,linux noarch
doctrine cache,linux noarch
collections abstraction library,linux noarch
common library doctrine projects,linux noarch
data fixtures all doctrine object managers,linux noarch
doctrine database abstraction layer dbal,linux noarch
common string manipulations regard casing singular plural rules,linux noarch
base library lexer can used top down recursive descent parsers,linux noarch
doctrine object relational mapper orm,linux noarch
