3,0
165.00 180.00 180.00 180.00 180.00,barbaresco
50.00,barbaresco
100.00,barbaresco
120.00 120.00,barbaresco gallina
120.00,barbaresco starderi
50.00,barbera d'alba gallina
60.00,barbera d'asti ai suma
49.00 49.00,barbera d'asti bricco dell'uccellone
49.00,barbera d'asti bricco della bigotta
40.00 40.00,barbera di monferrato bastian contrari
160.00,barolo brunate
120.00 120.00 120.00,barolo cannubi boschis
90.00,barolo cannubi
120.00,barolo le vigne
160.00,barolo rocche dell'annunciata
160.00 170.00,barolo vigneto cerequio
140.00,barolo ris rocche dell'annunziata
200.00,barolo sperss
370.00 370.00 370.00 480.00 430.00 430.00,langhe barbaresco sori san lorenzo
370.00 370.00 370.00 480.00 480.00,langhe barbaresco sori tildin
370.00 370.00 480.00 430.00 430.00,langhe barbaresco costa russi
140.00,langhe conteisa
250.00 250.00 220.00,langhe darmagi
250.00 230.00,langhe nebbiolo sperss
45.00,monferrato rosso pin
