2,1
university newcastle upon tyne,bsc botany
university cambridge,phd biochemistry
university kaiserslautern germany,postdoctoral research fellow
university regensburg germany,postdoctoral research fellow
weizmann institute science israel,postdoctoral research fellow
university cambridge,postdoctoral research fellow
university regensburg germany embl heidelberg germany,postdoctoral research fellow
university leeds,lecturer senior lecturer biochemistry reader personal chair plant biochemistry
university leeds,director centre plant biochemistry biotechnology
department biology university york,established chair
department biology university york,founder director cnap weston chair biochemistry
cnap department biology university york,chair biochemistry
department biology university york,emeritus professor
