1,0
z 2000,call number
between 1890 1900,date
11002000 tif,filename
photograph,format medium
condition warped mounted verso album page z 1999 title supplied r7110020003,notes
1 photographic print 12 x 19 cm 4 1 2 x 7 1 2 mounted album page,physical description
image file zzr711002000,relation
yes digital reproduction,reproduction available purchase
source whc caroline bancroft collection transferred 8 89 photo files,source
wolhurst colo 1890 1900 women colorado wolhurst 1890 1900,subject
group women,title
group portraits photographic prints imaged image,type material
