2,0
13th running scott's race,april 10 2011
staten island athletic club scholarship trail race,april 23 2011
nyara greenbelt conservancy high rock challenge adventure race,april 30 2011
sitrac boardwalk mile,august 13 2011
first annual trail run festival,december 10 2011
cold feat 10k trail race,february 19 2011
staten island high school indoor track field championship,january 16 2011
arielle newman pepper martin 5 mile run,july 4 2011
ladder 5 cross country challenge,july 9 2011
bay ridge bad ass challenge adventure race,june 25 2011
5th annual capt marty j egan jr memorial run,may 15 2011
staten island advance memorial day 4 mile run walk,may 30 2011
usatf ny association junior olympics cc champs,november 13 2011
fall flat trail run,november 19 2011
staten island hs t f assn jv varsity cc champs,november 21 22 2011
usatf ny association open masters cc champs,november 26 2011
staten island hs track field assn freshman cc champs,november 8 2011
staten island cyo cross country meet,october 1 2011
staten island cyo cross country meet,october 15 2011
dewitt clinton neil seiden memorial cross country festival,october 15 2011
island express cross country invitational,october 16 2011
staten island cyo cross country meet,october 8 2011
rehab el buri foundation race action nj 5k,october 8 2011
bad ass rockaway beach challenge,september 10 2011
villa bears cross country meet,september 17 2011
police officer christopher hoban 5 mile memorial run,september 18 2011
staten island cyo cross country meet,september 24 2011
