4,11
pit cnt sequence,play description
7 3 2 lfbbfbb,walk
2 0 1 fx,single lf line drive short lf cf gardner 2b
5 3 1 bbbcx,groundout 2b 1b gardner 3b suzuki 2b
2 0 1 cx,groundout 3b 1b ss 3b hole gardner scores
4 0 2 fsfs,strikeout swinging
7 3 2 lbfbfbb,walk
1 0 0 x,single rf ground ball thru 2b 1b nix 2b
6 2 2 fbbsfs,strikeout swinging wild pitch nix 3b granderson 2b
4 3 0 iiii,intentional walk
4 1 2 bcsc,strikeout looking
2 0 1 cx,single lf ground ball thru ss 3b hole nix scores granderson 3b nunez 2b
5 2 2 fbbtx,lineout 2b 1b
3 0 2 csx,single rf line drive cf rf
2 1 0 bx,lineout 3b ss 3b hole
5 2 2 cbbcc,strikeout looking
4 1 2 clbx,single lf line drive lf cf
3 1 1 s11 b11x,single lf line drive short lf gardner 2b
3 1 1 f bx,double cf fly ball deep lf cf gardner scores suzuki scores cano 3b adv throw hm
4 1 2 ssbt,strikeout swinging
5 2 2 sb bss,strikeout swinging
4 2 1 tbbx,groundout 2b 1b
6 3 2 bsbfbx,flyball cf deep cf
7 3 2 bmbcfbx,groundout ss 1b
8 2 2 ccbfbffs,strikeout swinging
3 1 1 cbx,single rf ground ball thru 2b 1b
1 0 0 x,groundout 2b 1b gardner 2b
2 1 0 b b,gardner steals 3b
4 3 0 b b.ii,intentional walk
6 2 2 bfbffs,strikeout swinging
3 1 1 cb s,cano steals 2b
7 2 2 cb s.bffx,flyball rf cf rf
3 0 2 cfs,strikeout swinging
1 0 0 x,single lf line drive short lf cf
2 0 1 1cx,popfly ss ss 3b hole
5 3 1 bbbcb,walk overbay 2b
2 0 1 fx,flyball lf short lf cf
6 2 2 bssbfx,single 2b ground ball ss 2b
2 1 0 bx,ground ball double play 1b ss
2 0 1 cx,foul flyball rf rf foul
6 3 2 bcsbbc,strikeout looking
6 3 2 sbcbbb,walk
5 3 1 bfbb s,granderson steals 2b
7 3 2 bfbb s.fb,walk
1 0 0 x,reached e1 throw 2b attempted forceout ground ball granderson 3b overbay 2b
1 0 0 x,ground ball double play ss 2b 1b ss 3b hole
4 1 2 cfbx,flyball lf lf line
1 0 0 x,popfly 2b ss 2b
7 3 2 bccbbfb,walk
3 0 2 f1c1t,strikeout swinging
1 0 0 x,single cf ground ball
4 1 2 c1lbx,single ss ground ball jackson 2b
2 1 0 bx,lineout cf deep cf jackson 3b
5 3 1 bfbb b,walk hunter 2b
3 0 2 cfs,strikeout swinging
4 0 2 sffs,strikeout swinging
4 1 2 cbsx,single cf ground ball
2 1 0 1b1x,bunt groundout 1b 2b sacrifice weak 2b 1b pena 2b
4 3 0 bbbb,walk
3 0 2 csc,strikeout looking
4 2 1 c bbx,popfly 1b 2b 1b
2 1 0 bx,single cf line drive
5 1 2 cbffs,strikeout swinging
4 1 2 bcss,strikeout swinging
3 2 0 bbx,double lf line drive lf cf pena 3b
5 2 2 sbsbx,groundout ss 1b
3 1 1 cbx,flyball rf deep rf line
1 0 0 x,groundout 2b p 2b 1b
4 3 0 bbbb,walk
2 1 0 bx,groundout p 1b short 1b line
2 1 0 bh,hit pitch
4 1 2 fbcs,strikeout swinging
2 0 1 cx,single 3b ground ball weak 3b pena 2b
5 2 2 bcc bx,groundout ss 2b forceout 2b pena 3b
3 1 1 bs1x,flyball cf deep cf rf
4 1 2 bcfc,strikeout looking
2 0 1 cx,popfly ss deep ss 3b hole
3 1 1 bsx,single rf ground ball
2 0 1 cx,lineout lf
1 0 0 x,groundout p unassisted weak 1b
4 1 2 bffx,groundout 2b 1b
3 1 1 bcx,groundout 2b 1b
2 1 0 bx,double lf line drive lf line
4 0 2 fffb,wild pitch jackson 3b
6 1 2 fffb.fc,strikeout looking
1 0 0 x,single lf line drive short lf jackson scores
2 1 0 bx,groundout 2b ss forceout 2b
3 2 0 bbx,groundout 1b unassisted
4 2 1 bfbx,groundout 2b 1b
6 2 2 bcffbx,flyball rf short rf
2 1 0 bx,groundout 2b 1b
4 2 1 bcbx,flyball cf
4 2 1 bcbx,double cf fly ball deep lf cf
2 0 1 fx,groundout p 1b
7 2 2 ffbffbx,home run fly ball deep cf jackson scores
3 2 0 bbx,double rf line drive rf line
4 3 0 iiii,intentional walk
3 1 1 bfx,lineout ss
