12,2
csium 134 cs 134,einzelprobe
csium 137 cs 137,einzelprobe
iod 131 i 131,einzelprobe
kalium 40 k 40,einzelprobe
beryllium 7 7,einzelprobe
cobalt 60 co 60,einzelprobe
radium 226 ra 226,einzelprobe
radium 228 ra 228,einzelprobe
thorium 228 th 228,einzelprobe
uran 235 u 235,einzelprobe
uran 238 u 238,einzelprobe
natrium 22 na 22,einzelprobe
chrom 51 cr 51,einzelprobe
mangan 54 mn 54,einzelprobe
cobalt 57 co 57,einzelprobe
cobalt 58 co 58,einzelprobe
eisen 59 fe 59,einzelprobe
zink 65 zn 65,einzelprobe
selen 75 se 75,einzelprobe
strontium 85 sr 85,einzelprobe
yttrium 88 y 88,einzelprobe
zirkon 95 zr 95,einzelprobe
niob 95 nb 95,einzelprobe
technetium 99m tc 99m,einzelprobe
ruthenium 103 ru 103,einzelprobe
ruthenium 106 ru 106,einzelprobe
silber 110m ag 110m,einzelprobe
indium 111 111,einzelprobe
antimon 124 sb 124,einzelprobe
antimon 125 sb 125,einzelprobe
tellur 123m te 123m,einzelprobe
tellur 132 te 132,einzelprobe
barium 140 ba 140,einzelprobe
lanthan 140 la 140,einzelprobe
cer 139 ce 139,einzelprobe
cer 141 ce 141,einzelprobe
cer 144 ce 144,einzelprobe
thallium 201 tl 201,einzelprobe
actinium 227 ac 227,einzelprobe
neptunium 239 np 239,einzelprobe
americium 241 am 241,einzelprobe
messzeit,einzelprobe
