1,4
altstadt sd,0 9
neustadt sd,1 09
altstadt nord,1 03
neustadt nord,1 17
deutz,1 12
bayenthal,1 35
marienburg,1 8
raderberg,1 42
raderthal,0 99
zollstock,1 06
rondorf,1 26
hahnwald,2 55
rodenkirchen,1 13
wei,1 34
srth,1 36
godorf,1 93
immendorf,1 65
meschenich,2 2
klettenberg,1 26
slz,1 01
lindenthal,1 23
braunsfeld,1 26
mngersdorf,1 38
junkersdorf,1 56
weiden,1 25
lvenich,1 37
widdersdorf,1 76
ehrenfeld,0 96
neuehrenfeld,1 37
bickendorf,1 41
vogelsang,1 16
bocklemnd mengenich,1 76
ossendorf,1 64
nippes,1 35
mauenheim,1 31
riehl,1 44
niehl,1 56
weidenpesch,1 12
longerich,1 4
bilderstckchen,1 51
merkenich,1 18
fhlingen,3 01
seeberg,1 52
heimersdorf,1 03
lindweiler,1 99
pesch,1 25
esch auweiler,1 37
volkhoven weiler,1 57
chorweiler,1 62
blumenberg,1 14
roggendorf thenhoven,1 88
worringen,1 7
poll,1 74
westhoven,1 05
ensen,1 39
gremberghoven,1 83
eil,1 61
porz,1 29
urbach,1 3
elsdorf,1 47
grengel,1 27
wahnheide,1 22
wahn,1 47
lind,1 11
libur,1 12
zndorf,1 52
langel,0 84
finkenberg,1 98
humboldt gremberg,1 41
kalk,1 33
vingst,1 76
hhenberg,1 53
ostheim,1 58
merheim,1 66
brck,1 25
rath heumar,1 56
neubrck,1 67
mlheim,1 24
buchforst,1 47
buchheim,1 25
holweide,1 47
dellbrck,1 32
hhenhaus,1 37
dnnwald,1 36
stammheim,1 63
flittard,1 4
