3,5
abschlsse insgesamt,universitrer abschluss 1 2
deutsche und auslnder innen,deutsche und auslnder innen
anzahl,anzahl
32338,12079
19616,7646
12722,4433
31866,11872
18701,7231
13165,4641
31375,10859
18009,6492
13366,4367
29098,11027
16844,6402
12254,4625
32439,10367
17486,5824
14953,4543
33431,11150
17972,6196
15459,4954
34502,11030
18353,6081
16149,4949
37436,12010
19329,6524
18107,5486
40768,13197
21218,7063
19550,6134
45185,14180
23306,7367
21879,6813
52620,13906
27501,7449
25119,6457
54301,12871
28119,6889
26182,5982
59284,11990
30556,6499
28728,5491
62226,10734
32179,5747
30047,4987
65105,8576
33704,4708
31401,3868
70304,6441
36765,3328
33539,3113
76046,5522
40606,2937
35440,2585
77057,4136
40640,2059
36417,2077
77126,3946
40373,1880
36753,2066
76982,3417
39819,1436
37163,1981
31857,13704
18219,7907
13638,5797
30092,12488
17045,7049
13047,5439
29636,12511
16195,6634
13441,5877
31439,13165
17002,6989
14437,6176
30903,13278
16339,6753
14564,6525
32302,13867
17124,7050
15178,6817
36160,14767
18740,7491
17420,7276
37544,15111
18860,7350
18684,7761
40505,16299
20276,7813
20229,8486
43587,16566
21636,7830
21951,8736
46121,16651
22937,7942
23184,8709
51882,15532
26010,7409
25872,8123
56982,14055
29018,6639
27964,7416
61573,12063
31111,5629
30462,6434
65425,9326
32687,4211
32738,5115
71942,6917
36332,2890
35610,4027
77492,5138
39123,1992
38369,3146
78707,5186
39561,2022
39146,3164
79788,4638
40471,1800
39317,2838
79873,4349
39957,1638
39916,2711
15434,7387
7998,3831
7436,3556
14710,6842
7788,3530
6922,3312
14656,6949
7552,3511
7104,3438
15728,7451
7784,3554
7944,3897
16769,7645
8273,3653
8496,3992
17315,7361
8660,3537
8655,3824
21120,9134
10560,4303
10560,4831
19860,8843
9526,4033
10334,4810
19892,8243
9540,3812
10352,4431
20791,7755
9946,3452
10845,4303
22979,7495
10894,3416
12085,4079
24404,6797
11460,3047
12944,3750
26391,6394
12524,2939
13867,3455
27754,5000
13386,2346
14368,2654
29094,3994
14020,1799
15074,2195
30337,3554
14642,1517
15695,2037
31532,2620
15371,1082
16161,1538
31808,2264
15214,947
16594,1317
31887,1957
15106,753
16781,1204
32636,1741
15386,669
17250,1072
3027,731
1321,404
1706,327
3398,853
1510,439
1888,414
3320,957
1520,438
1800,519
3262,1058
1581,473
1681,585
3896,1178
1811,531
2085,647
4307,1454
2066,605
2241,849
4800,1432
2292,635
2508,797
5543,1500
2677,677
2866,823
5622,1581
2732,707
2890,874
6374,1611
3030,701
3344,910
7088,1589
3284,693
3804,896
7647,1630
3476,718
4171,912
8656,1410
3913,620
4743,790
9067,1098
4158,508
4909,590
9679,1009
4440,466
5239,543
9575,805
4467,351
5108,454
9786,560
4674,274
5112,286
9094,489
4211,215
4883,274
8662,371
3853,173
4809,198
8608,322
3916,133
4692,189
2733,913
1582,499
1151,414
2591,899
1448,468
1143,431
2806,1014
1552,531
1254,483
2686,945
1380,416
1306,529
2516,812
1300,392
1216,420
2580,760
1281,342
1299,418
3494,847
1695,381
1799,466
3818,990
1875,456
1943,534
4377,1260
2119,529
2258,731
5074,1217
2408,579
2666,638
5587,1216
2699,591
2888,625
6036,1138
2823,522
3213,616
5661,964
2720,468
2941,496
6293,957
3035,465
3258,492
6142,464
2950,227
3192,237
6194,203
2997,122
3197,81
6392,217
3148,148
3244,69
6677,138
3302,77
3375,61
6459,129
3232,67
3227,62
6472,110
3203,59
3269,51
8110,3856
4792,2243
3318,1613
7562,3807
4367,2201
3195,1606
6452,3257
3698,1913
2754,1344
7205,3416
4060,1933
3145,1483
7572,3975
4232,2284
3340,1691
8235,3591
4576,2049
3659,1542
8572,3540
4499,1839
4073,1701
8807,3740
4497,1951
4310,1789
8618,3817
4368,1947
4250,1870
9633,4059
4882,2068
4751,1991
10131,4040
5223,2119
4908,1921
10518,3645
5354,1894
5164,1751
13780,2968
7185,1461
6595,1507
14961,2650
7558,1261
7403,1389
15719,2153
7739,981
7980,1172
15625,1639
7525,760
8100,879
15519,1189
7462,482
8057,707
16185,1114
7851,490
8334,624
16323,1089
7887,495
8436,594
16735,918
7986,393
8749,525
18630,8416
10848,4778
7782,3638
17342,7815
9960,4257
7382,3558
16689,7484
9170,4040
7519,3444
16599,7291
8950,3875
7649,3416
16783,7349
8927,3731
7856,3618
17328,7222
9131,3696
8197,3526
19238,7808
9901,3820
9337,3988
20335,8219
10402,3975
9933,4244
22275,8562
10806,4003
11469,4559
24185,8622
11791,3987
12394,4635
25098,8446
12233,3841
12865,4605
28690,8073
13789,3608
14901,4465
30191,7169
15031,3196
15160,3973
31943,5927
15461,2532
16482,3395
32835,4878
16334,2140
16501,2738
36059,4019
18056,1681
18003,2338
37529,3143
18704,1300
18825,1843
39045,3057
19215,1208
19830,1849
40889,2758
20075,1060
20814,1698
41777,2571
20462,967
21315,1604
2546,1294
1305,639
1241,655
2767,1198
1392,574
1375,624
2996,1235
1484,525
1512,710
3139,1261
1494,548
1645,713
3328,1316
1577,566
1751,750
3357,1332
1495,555
1862,777
4220,1687
1984,730
2236,957
4418,1614
2111,751
2307,863
4544,1604
2135,731
2409,873
5094,1633
2391,715
2703,918
5171,1481
2374,628
2797,853
5736,1578
2672,674
3064,904
6194,1470
2947,654
3247,816
6515,1349
3033,588
3482,761
6844,1127
3417,488
3427,639
6768,896
3353,347
3415,549
6849,802
3434,331
3415,471
6830,915
3349,362
3481,553
7003,792
3345,306
3658,486
6591,621
3226,257
3365,364
19922,8792
11304,5120
8618,3672
18986,7898
10536,4476
8450,3422
18571,7337
10099,3917
8472,3420
17830,7092
9320,3631
8510,3461
19574,7449
9880,3670
9694,3779
21572,7327
10808,3608
10764,3719
22923,7700
11194,3670
11729,4030
23118,7263
11039,3463
12079,3800
23973,8068
11056,3619
12917,4449
27343,8287
