1,7
adam lehnen str,13 0
altdorfer weg,06 0
altdorfer weg,06 0
alte kirchstr,04 0
am brandweiher,11 0
am daens,07 0
am fasanenhang,07 0
am hinterbusch,11 0
am hofacker,06 0
am knigsbusch,05 0
am luschend,06 0
am neuhaus,11 0
am niederbusch,10 0
am parir,05 0
am pfuhl,07 0
am rotbach,11 0
am sandberg,08 0
am stadion,03 0
am steinchen,05 0
am wehebach,03 0
am weiherhof,06 0
am weiherhof,06 0
amselweg,05 0
den obstwiesen,12 2
der dostel,07 0
der erk,06 0
der esch,06 0
der kante,08 0
der lochmhle,05 0
der sandgrube,04 0
antoniusstr,11 0
antoniusstr,09 0
apolloniastr,01 0
arnold homberg strae,06 0
auf dem berg,06 0
auf dem berg,06 0
auf dem berg,06 0
auf dem feldchen,05 0
auf dem hiebchen,01 0
auf dem kamp,09 0
auf den kmpen,02 0
auf der heide,08 0
auf m kutsch,07 0
bachstr,06 0
bahnhofsplatz,01 0
bahnhofstrae,01 0
barbarastr,03 0
beethovenstr,12 2
bergstr,02 0
bernadettestr,12 2
blumenstr,13 0
bongard,11 0
bongenhaus,12 2
bonsdorfer strae,06 0
brckenstr,13 0
bundesstr,12 2
bundesstr,12 2
bundesstr,10 0
bundesstr,09 0
burg frenz,13 0
burg holzheim,08 0
burgstr,13 0
brgerm schoeller strae,02 0
horner str,09 0
dechant kallen str,01 0
der fuhof,06 0
derichsweilerstr,11 0
driesch,13 0
drosselweg,05 0
dllersfeldchen,08 0
drener str,12 1
drener weg,13 0
echtzer str,12 2
eichenweg,12 2
eifelstr,10 0
falkenweg,07 0
felix schleicher strae,02 0
finkenweg,05 0
florastr,03 0
forsthaus bovenberg,07 0
forsthaus wenau,07 0
franz engels strae,06 0
franz schain str,05 0
frenzer weg,02 0
friedhofstr,12 1
gansbecker hof,12 2
gartenstr,06 0
grabenstr,10 0
gracht,06 0
grner weg,02 0
grntalstrae,06 0
gut atzenau,07 0
gut eichenhof,07 0
gut kammerbusch,01 0
gut lamerdriesch,07 0
gut merberich,01 0
gut schnthal,07 0
gysemans weg,09 0
hahnweg,13 0
hamicher str,08 0
hans bckler str,01 0
hauptstr,03 0
hauptstr,04 0
hauptstrae,05 0
haus blumenthal,08 0
haus kammerbusch,01 0
haus merberich,01 0
haus wehetal,07 0
hausbuschgasse,02 0
heinz emonds str,05 0
heisterner str,07 0
herrengarten,12 2
herrengarten,12 2
hirkenweg,04 0
holzstr,06 0
hospitalstr,03 0
hlsenbergstr,01 0
httenstrae,06 0
im baumgarten,06 0
im birkengrund,02 0
im meisenbusch,02 0
den benden,12 2
der au,11 0
der klaus,12 1
der peitsch,01 0
indener weg,06 0
jakob schmitz str,03 0
jakobstrae,06 0
johannes haack str,03 0
johannes hellwig strae,06 0
josef heinrichs strae,02 0
josef schwarz str,03 0
jngersdorfer strae,05 0
kapellenstr,06 0
karl arnold str,01 0
kirchstr,10 0
kleinschnthal,07 0
klosterhof,07 0
klosterstr,07 0
knotstrae,05 0
kreuzfelder strae,07 0
kreuzherrenstr,09 0
kreuzstr,12 2
krichelsmhle,07 0
kupfergasse,08 0
laufenburgstr,06 0
lennestrae,13 0
lerchenweg,06 0
lindenhof,13 0
luchemer str,03 0
maarweg,02 0
margaretenstr,01 0
mariahof,10 0
marienstr,04 0
marienstr,05 0
martinstr,03 0
martinusstr,11 0
meierskamp,07 0
merbericher weg,01 0
meroder str,09 0
meroder str,11 0
mettlermhle,03 0
mittelstr,13 0
mhlenweg,05 0
mnsterstr,11 0
neuer tpferweg,02 0
neuer weg,06 0
neustr,01 0
nikolausberg,02 0
nothberger weg,08 0
oligsdriesch,06 0
paradiesstr,10 0
paradiesstr,09 0
paradiesstr,11 0
pastoratsweg,01 0
petershof,11 0
pfarrer ossemann str,10 0
pierer strae,06 0
pochmhle,03 0
pochmhle,03 0
pochmhlenweg,03 0
pommenicher strae,06 0
poststr,03 0
prof von capitaine str,06 0
prlat dr selung strae,12 1
ptzgasse,08 0
ptzhecke,12 2
ringstr,10 0
rothammer,04 0
rymelsberg,04 0
rmerweg,07 0
schafenberg,04 0
scheeresgasse,06 0
schieberggraben,04 0
schlicher str,12 1
schlostr,09 0
schmiedestr,11 0
schulstr,09 0
schnthal,07 0
schnthaler hof,07 0
schnthaler str,04 0
schtzenstr,01 0
seelebach,02 0
sofienhof,01 0
steinweg,08 0
sttgerhof,05 0
sdstr,10 0
talblick,05 0
tpferweg,02 0
ulhaus,02 0
ulhausgasse,03 0
vilvenicher strae,06 0
waldstr,08 0
wasserfeld,12 2
weberstr,11 0
weberstr,09 0
weierstr,10 0
weisweilerstr,08 0
wenau,07 0
wenauer hfchen,08 0
wenauer str,08 0
westerloer allee,09 0
wiesenstr,10 0
wilhelmshof,11 0
zehnthofweg,03 0
zum goldesacker,06 0
zum hahndorn,09 0
zum knabbert,08 0
zum laufenburgblick,08 0
zum tannenwald,11 0
zur kalkbahn,06 0
