4,5
agisra e,martinstr 20a
jugendtreff anyway,kamekestrae 14
arbeiter samariter jugend jugendgruppe kln,slzburgstrae 146
arbeitskreis fr legasteniker e,hansaring 45
gemeinwesenzentrum,etzelstrae 250
geschftsstelle,feltenstrae 130
jugendladen mlheim,bergisch gladbacher strae 109
asb bildungswerk,slzburgstrae 140
jugendzentrum august bebel haus,krahnenstrae 1
jugend und nachbarschaftshaus,bodestr 18
geschftsstelle,rubensstrae 7 13
jugendeinrichtung westend,ossendorfer weg 15
jugendeinrichtung 8zwo7,frohnhofstrae 140
jugendeinrichtung ossendorf park kingz,franz raveaux strae 5
mdchentreff im brgerzentrum alte feuerwache,melchiorstrae 3
offener jugendbereich im brgerzentrum alte feuerwache,melchiorstrae 3
offener jugendbereich im brgerzentrum alte feuerwache,melchiorstrae 3
bag der kinderschutz zentren,bonner strae 145
bdkj geschftsstelle,steinfelder gasse 20 22
kath junge gemeinde kjg,steinfelder gasse 20 22
kath landjugendbewegung kljb,steinfelder gasse 20 22
kath studierende jugend nd,gabelsbergerstrae 19
bund der st sebastianus schtzenjugend bdsj,steinfelder gasse 20 22
christliche arbeiterjugend kln,steinfelder gasse 20 22
deutsche pfadfinderschaft sankt georg dpsg,rolandstrae 61
malteser jugend im erzbistum kln,kaltenbornweg 3
kolpingjugend,prses richter platz 1a
brcke kln geschftsstelle,beethovenstrae 6
bund jugend kln,melchiorstr 3
jugendeinrichtung im brgerschaftshaus bocklemnd,grlinger zentrum 15
geschftsstelle,grlinger zentrum 15
jugendbereich im brgerzentrum ehrenfeld,venloer strae 429
jugendbereich im deutzer engelshof,oberstrae 96
cjg kinderheim kinder u jugendhilfe st josef,am portzenacker 1a
haus miriam mdchenwohngruppe 1,klosterstrae 79
haus miriam tagesgruppe lindenthal,klosterstrae 79
beratungsstelle fr eltern jugendliche u kinder,rathausstrae 8
erziehungsberatungsstelle internationale familienberatung,mittelstrae 52 54
ganz offene tr elsastr,elsastrae 43
bugs freak out mobile jugendarbeit,elsastrae 43
bugs offene kinder und jugendarbeit,lindenstrae 51
interkulturelles zentrum am klnberg,alte brhler strae 10 107
familienberatung der csh kln,knauffstrae 14
ot henrys h o p e jugend und nachbarschaftshaus am donewald,august kowalski strae 84a
5 tagesgruppe cjg haus miriam,klosterstr 79
cjg haus miriam,klosterstr 79
mdchenwohngruppe cjg haus miriam,klosterstr 79
mutter kind haus cjg haus miriam,klosterstr 79
tagesgruppe holweide cjg haus miriam,klosterstr 79
tagesgruppe rath heumar cjg haus miriam,klosterstr 79
intensive sozialpd einzelbetreuung cjg haus miriam,klosterstr 79
geschftsstelle,wormser strae 45
