5,8
insgesamt,technisches und sonstiges personal
anzahl,anzahl
21699,10807
6154,4355
21794,10999
6858,4541
21664,10399
6892,4431
21844,10916
6936,4399
22757,11148
7290,4596
23283,11094
7662,4594
23770,10858
7934,4527
24371,10764
8188,4471
25885,11160
9007,4790
27567,11654
9645,5049
29403,12586
10528,5499
30764,12870
11241,5799
31751,13809
11662,6129
32012,13904
11810,6180
31837,14530
11796,6457
32226,15994
12059,6853
21624,10774
6134,4341
21785,10995
6854,4539
21664,10399
6892,4431
21844,10916
6936,4399
22757,11148
7290,4596
23283,11094
7662,4594
23770,10858
7934,4527
24371,10764
8188,4471
25885,11160
9007,4790
27567,11654
9645,5049
29403,12586
10528,5499
30764,12870
11241,5799
31706,13792
11640,6118
31909,13864
11764,6158
31736,14489
11750,6434
32117,15951
12009,6830
anzahl,anzahl
9275,5196
3731,2778
10822,5318
4505,2927
11850,5546
4897,3060
11775,6339
4785,3063
11559,5865
4785,3164
11785,5789
4882,3173
11882,5704
4979,3149
12308,5845
5250,3251
12672,5895
5407,3283
12629,5837
5351,3231
12733,5338
5389,2942
12716,5278
5443,2908
12633,6335
5389,3276
13036,6445
5546,3318
14030,6480
5914,3320
15035,6540
6361,3359
7261,2557
1917,1213
8539,3405
2213,1533
8971,2452
2257,1036
9604,3315
2544,1498
10024,3605
2816,1447
10519,3853
2956,1516
11282,4169
3208,1665
13221,3945
3677,1617
13962,4117
3832,1669
14823,4453
4148,1825
15319,5239
4329,2153
15759,5762
4420,2340
16729,8313
4993,3379
16902,8376
5105,3437
17027,8487
5181,3493
17572,8778
5386,3612
anzahl,anzahl
10363,4832
4666,3048
9839,4919
4618,3057
9715,4726
4551,2956
10128,5053
4744,3134
10983,5231
5104,3215
11016,5016
5138,3077
10836,4979
5111,3072
11871,5430
5695,3351
12491,5537
6058,3420
12303,5448
6115,3386
12459,5351
6273,3354
13082,5560
6541,3498
13746,6998
6916,4182
13505,6819
6786,4055
13996,7259
7240,4353
14498,7334
7350,4378
8975,4083
4031,2652
8210,3948
3828,2541
8365,3967
3923,2577
8787,4288
4108,2740
9563,4337
4387,2722
9699,4219
4467,2639
9532,4163
4450,2616
10530,4620
4999,2890
11270,4808
5419,3012
10987,4697
5435,2969
11147,4612
5587,2943
11969,5001
5944,3145
12229,6060
6131,3659
11979,5885
5980,3525
11972,6008
6129,3614
12560,6145
6303,3680
24911,13781
9535,6963
23888,12598
9327,6326
25062,13301
9819,6572
24014,12959
9559,6441
27255,15366
10894,7431
27062,14779
11140,7338
27035,15933
11287,7907
27576,15177
11822,7338
26680,15293
11419,7543
27102,15444
11637,7597
26858,15241
11569,7457
26783,15338
11631,7508
24979,14372
11084,7235
24375,12929
10792,6550
24417,12805
10870,6591
24746,12848
11067,6566
11463,6393
4554,3366
10728,5587
4370,2957
11110,5826
4611,3092
11031,5935
4548,3120
11492,6504
4781,3348
11309,6280
4760,3272
11457,6597
4818,3331
11695,6219
5003,3048
12155,6933
5287,3519
12293,6935
5369,3505
12115,6784
5295,3393
11851,6786
5296,3461
12034,6832
5452,3544
11321,5884
5117,3080
11724,6179
5242,3213
12057,6320
5417,3253
9304,5580
5166,3174
9885,6051
5445,3436
9594,5701
5381,3219
9569,5889
5319,3351
9814,6503
5451,3727
9959,6828
5601,3974
10263,6918
5850,4065
10205,6769
5821,3988
10062,6571
5787,3881
10366,6847
5973,4033
9836,6352
5639,3678
9868,6439
5637,3742
9775,6837
5638,4068
9756,6828
5613,4033
9757,7011
5629,4171
10905,7770
6333,4642
2251,1371
1120,715
2643,1717
1307,873
2684,1677
1364,870
2605,1632
1330,854
2947,1870
1513,990
3119,2057
1625,1107
3267,2129
1734,1162
3167,2040
1688,1118
3104,1930
1686,1079
3349,2126
1828,1176
3183,2004
1731,1089
3568,2239
1958,1234
3374,2205
1874,1242
3360,2188
1868,1214
3458,2349
1950,1333
3399,2294
1992,1354
12990,4219
4748,2495
13082,5021
5044,2766
13368,4764
5106,2625
12557,4741
4738,2594
12365,4419
4758,2459
13101,4657
4999,2537
13981,4878
5438,2635
13376,4715
5222,2442
13076,4466
5228,2392
13638,4294
5399,2346
13761,4281
5491,2342
13410,4037
5391,2208
13986,5350
5758,2783
15725,6184
6770,3363
16564,6776
7273,3700
16876,6956
7475,3821
10600,3411
3837,2002
11140,4178
4224,2273
11444,4010
4310,2188
10607,3919
3924,2121
10016,3541
3816,1931
10930,3793
4085,2035
11877,4106
4502,2173
11342,3960
4341,2003
11483,3905
4564,2070
12017,3775
4729,2054
11983,3724
4760,2030
11535,3471
4629,1892
12300,4614
5014,2394
13211,5063
5511,2684
13259,5243
5584,2766
13286,5283
5693,2820
anzahl,anzahl
95802,46972
35917,24026
97849,48311
38010,24586
100222,46888
38901,23898
99490,49210
38623,24478
104755,52136
41097,26037
106725,52015
42376,26207
109048,53438
43805,27018
112926,52643
45674,26456
114826,53037
46737,26977
118426,53975
48267,27465
120368,54386
49216,27423
122380,55282
50303,28002
123598,62012
51439,31051
125309,61483
52420,30935
127627,63346
53900,32082
131857,66217
56030,33230
anzahl,anzahl
27667,12538
12236,7725
29141,12968
12975,7762
29578,12833
13214,7594
29453,14132
13091,8174
33056,16047
14485,8994
33953,15665
14887,8811
34323,16024
15654,9452
35324,15793
16040,9116
36550,15941
16264,9051
36522,15949
16239,9047
37044,15876
16485,8915
37227,16214
16606,9133
37540,19233
16810,10405
37397,18414
16745,10101
38127,18702
17215,10203
39352,19159
17784,10419
anzahl,anzahl
71454,33787
25324,17067
73867,35148
27301,17643
76088,33876
28252,17253
76254,36343
28174,17794
78357,36870
29388,18197
80644,37083
30436,18335
83066,37725
31623,18622
86633,37392
33146,18397
90531,38747
35201,19422
93663,39478
36504,19808
95882,40285
37618,20047
98161,41406
38931,20778
101005,48151
40493,23612
101717,47706
40891,23416
103206,49235
41748,24172
106025,51310
43160,24907
anzahl,anzahl
19951,8310
8210,5169
21943,9141
9253,5462
22205,9053
9302,5353
21970,9958
9166,5728
23019,9936
9684,5762
23955,10005
10083,5765
24916,10439
10567,6053
25741,10319
10828,5885
28617,11347
11987,6356
28589,11355
11973,6359
29336,11438
12328,6338
29654,11768
12557,6558
30531,14625
13026,7676
29940,13788
12719,7314
30359,14079
13003,7400
31346,14411
13416,7537
anzahl,anzahl
17532,10106
6750,5060
17218,9415
6695,4613
17722,9731
6817,4651
16734,9416
6581,4538
19007,10939
7885,5461
19027,10367
8257,5414
19962,12026
8297,5836
20501,11304
8783,5282
21061,12448
9148,6108
21268,12542
9246,6105
21174,12486
9227,6056
21373,12657
9385,6178
19345,11602
8701,5843
18359,10055
8214,5116
18347,9624
8270,4982
18632,9676
8431,4978
8341,4795
3337,2524
7738,4146
3181,2189
7740,4160
3231,2213
7597,4209
3168,2219
8320,4776
3511,2474
8319,4643
3587,2467
8271,4809
3527,2440
8578,4480
3751,2209
9225,5343
4087,2741
9288,5368
4121,2715
9315,5367
4134,2698
9450,5512
4302,2857
9629,5646
4433,2965
8584,4596
3946,2455
9146,4830
4145,2547
9405,4932
4272,2566
8595,4294
3322,2289
7851,3762
3184,2082
8270,4028
3451,2228
7962,3839
3290,2090
8248,4428
3009,1970
8793,4833
3278,2181
7675,4248
3280,2276
7760,4267
3389,2299
6269,3199
2600,1650
6320,3195
2644,1665
6313,3109
2672,1610
6028,3035
2557,1541
6026,3029
2594,1548
6391,3112
2786,1576
6651,3593
2940,1869
6615,3503
2918,1798
4145,2125
1687,1182
3670,1765
1500,973
4189,2076
1793,1161
4015,1983
1658,1068
3172,1728
1270,874
3504,1887
1428,963
3547,1942
1443,980
3556,1947
1457,965
3332,1756
1383,875
3246,1676
1360,850
3179,1586
1346,795
2769,1443
1163,702
2538,1257
1081,620
2873,1364
1237,668
2736,1430
1174,714
2804,1450
1214,722
5285,1929
2096,1237
5061,2132
2002,1181
5213,2005
2046,1163
5049,2013
2053,1202
5609,2144
2317,1304
6107,2270
2423,1316
6123,2198
2375,1214
6234,2487
2453,1253
6686,2523
2616,1306
6112,2096
2339,1148
6210,2107
2421,1151
6714,2139
2597,1190
7166,2801
2848,1437
7297,2760
2921,1446
7587,3166
3171,1710
7744,3232
3317,1784
4586,1652
1821,1082
4030,1641
