0,25
point 384357 5704341,sport und wellness schiesport sportschieen behindertensportgemeinschaft bsg bochum langendreer 68 e
point 351058 894586 5706905 00054541,sport und wellness schiesport bogenschieanlagen stadion niederrhein
point 420709 986403323 5720355 34298789,sport und wellness schiesport sportschieen turnhalle der carl orff schule
point 377926 5707446,sport und wellness schiesport sportschieen schieleistungszentrum bochum e schiestand der kreisjgerschaft kjs bochum e
point 369290 5707857,sport und wellness schiesport paintball sport und freizeitpark gelsenkirchen
point 376338 5705674,sport und wellness schiesport sportschieen polizei sportvereinigung bochum e psv
point 395431 5692746,sport und wellness schiesport bogenschieanlagen sv hagen unterberg 1895 e
point 372169 5706163,sport und wellness schiesport sportschieen allgemeiner brger und schtzenverein wattenscheid 1863 e
point 373088 5698290,sport und wellness schiesport jagdliches schieen linden dahlhauser schtzenbund 1862 e
point 373586 5699991,sport und wellness schiesport sportschieen friesenkampf fecht club artagnan fkfc bochum e
point 371389 5699144,sport und wellness schiesport sportschieen schtzengesellschaft 1977 post linden e
point 371138 5704326,sport und wellness schiesport sportschieen alter schtzenverein asv westenfeld 1788 e
point 386365 313779555 5694554 21290376,sport und wellness schiesport sportschieen schtzenverein wengern oberwengern 08 56
point 387140 144894243 5691462 01403868,sport und wellness schiesport sportschieen schtzenverein volmarstein von 1930 e
point 374572 585250932 5686226 35173691,sport und wellness schiesport sportschieen schtzenverein herzkamp e
point 418975 671456487 5728586 27486343,sport und wellness schiesport sportschieen handwerker schtzenverein heessen 1910 e
point 421354 514154503 5727615 15980797,sport und wellness schiesport sportschieen schtzenverein ostenfeldmark 1890 hamm e
point 378171 5691148,sport und wellness schiesport bogenschieanlagen freigelnde bsc sprockhvel e
point 379087 171596409 5691756 64733172,sport und wellness schiesport sportschieen burgschtzen sprockhvel 1927 e
point 345295 5697358,sport und wellness schiesport sportschieen schiesportanlage wacholderstrae
point 376489 5698883,sport und wellness schiesport sportschieen brgerschtzenverein bsv 1854 e bochum stiepel
point 375446 5701111,sport und wellness schiesport sportschieen brger schtzenverein bsv weitmar mark 1935 e
point 389202 5678745,sport und wellness schiesport sportschieen schtzenverein grner kranz dickenberg e
point 357896 473801678 5725066 70622629,sport und wellness schiesport sportschieen schiesportanlage agathaschule ii
point 387681 377607166 5684590 60071996,sport und wellness schiesport sportschieen voerder schtzenverein von 1607 e
point 385888 575857524 5685130 15147123,sport und wellness schiesport sportschieen altenvoerder schtzenverein e 1899
point 344431 5657894,sport und wellness schiesport sportschieen schieanlange
point 345740 5653116,sport und wellness schiesport sportschieen schiestand
point 408385 879931505 5719945 23134445,sport und wellness schiesport bogenschieanlagen bogenschieanlage
point 406493 5719966,sport und wellness schiesport sportschieen schiesportanlage der willy brandt gesamtschule
point 408226 5720431,sport und wellness schiesport sportschieen raumschieanlage der sporthalle overberge
point 405840 5718179,sport und wellness schiesport sportschieen schiessgruppe overberge 1960 e
point 382050 858751806 5701475 6953723,sport und wellness schiesport sportschieen schtzenverein papenholz 1895
point 382331 951785181 5700797 45886627,sport und wellness schiesport sportschieen kyffhuser sport schtzen kameradschaft witten 1936 e
point 346133 5713236,sport und wellness schiesport sportschieen schiesportanlage brgerschtzenverein barmingholten 1913 e
point 346139 5715283,sport und wellness schiesport sportschieen schiesportanlage brgerschtzenverein hiesfeld 1654 e
point 347430 5717803,sport und wellness schiesport sportschieen schiesportanlage brgerschtzenverein oberlohberg 1907 e
point 346096 5715254,sport und wellness schiesport sportschieen luftgewehrhalle brgerschtzenverein hiesfeld 1654 e
point 381431 5711301,sport und wellness schiesport sportschieen schiestand vereinsheim
point 381409 5711324,sport und wellness schiesport sportschieen brgerschtzenverein bsv freischtz hiltrop 1912 e
point 376017 5718209,sportwellness schiesport sportschieen pistolen sport club recklinghausen e
